channel,dynamic_span,ground_truth_available,model,oracle_available,profile,profile_length,retention_vs_canonical_initial_dynamic_span,retention_vs_canonical_initial_dynamic_span_undefined,retention_vs_canonical_initial_std,retention_vs_canonical_initial_std_undefined,retention_vs_canonical_initial_variance,retention_vs_canonical_initial_variance_undefined,std,step,variance
Bcc2,0.0032120685624776046,False,fno_full,False,"[-0.0013836884264061267,-0.0013620130274104025,-0.0013823411192162571,-0.0014966603239296994,-0.001606036502669994,-0.0016382117798414697,-0.001593396835097849,-0.0015070102471961278,-0.0016151851675226814,-0.001495246477004386,-0.0014965743008428234,-0.0015662405321101858,-0.0017838793182085588,-0.002217622659585139,-0.0027755959905175764,-0.0030325558578496725,-0.0031537303704798347,-0.00250487845636993,-0.0020493284895728436,-0.001664437634265159,-0.0013665055514398006,-0.0011090385143971426,-0.0008660689933837062,-0.0007179098311822507,-0.0007930210396649984,-0.0009200155588909298,-0.0010708552893885503,-0.0012559576466486533,-0.0013678228829467898,-0.0013326018868075051,-0.0014787986780611106,-0.0016503486711201276,-0.0017627715519736853,-0.0019736112874539913,-0.0022921724595974524,-0.0024532527568226214,-0.0024038580822143274,-0.002121773463653831,-0.0016908423822186158,-0.001307772065262558,-0.00088575426223092,-0.0006245459395595176,-0.0006072537133148259,-0.0008661014083068963,-0.001301406291142202,-0.0019409469165498905,-0.002535972863995095,-0.002652480507271626,-0.0023972821968509805,-0.002432596256472408,-0.0025986963233002314,-0.003157079356931547,-0.0038193222757924306,-0.002488442188907425,-0.001816237592005887,-0.0014637041572304332,-0.0009051027597126726,-0.0008097953304740391,-0.0007757438598444272,-0.0007442681400261497,-0.0007781460664974815,-0.0009736369479086404,-0.0011703372784837573,-0.001245653443427086]",64,0.04729038812427046,False,0.03374014748534126,False,0.0011383975523325798,False,0.0007126803727536443,25,5.079133137082733e-07
Bcc3,0.002413826585007328,False,fno_full,False,"[6.015890790567191e-05,0.00017368180699328661,0.0003339142511658011,0.0008029152865525191,0.0014038077409450622,0.0016420588436538708,0.0018538778863241845,0.0019138678179730917,0.001676201398245425,0.0014090780038351625,0.0011486307114374483,0.0010639059585346722,0.000985911621247837,0.0012352254293821474,0.0015855073394579478,0.0016359348647405625,0.0012896968930284913,0.0010918447936578701,0.0009441867736521559,0.000968559528748969,0.0009857969805668887,0.0009887985600336435,0.0011731716295583228,0.0013366557755549735,0.0015342764914521023,0.0016366929627955606,0.0014469865964190642,0.0008190362601849799,0.0004245094943966521,-2.0071979117908256e-05,-0.00021650452725729963,-0.0004999587670342365,-0.00048815183274975027,-0.0003613117474241534,-1.4170752357253735e-05,0.00017945504524097267,0.000421396824175968,0.0009191384779083656,0.0012394144456422396,0.0015107428322411742,0.0015984708040313045,0.0013945845132132817,0.0010884501503722888,0.0007937919320877285,0.0007246944344432293,0.0006665232977356439,0.000261368383437377,0.00034377482344488675,0.0007758569096673676,0.0007934112509087043,0.0005049907166485568,6.382540484395349e-05,-7.037131534637364e-05,2.1617500337356432e-05,0.0002990083616243311,0.0004256198303451697,0.0009276623994045607,0.0012883634988781756,0.00149327537763716,0.0015208942252111224,0.001392527080533501,0.000928570497920056,0.0004100639369554182,0.00017489069389142742]",64,11.401946965300631,False,13.06710234818615,False,170.749163777972,False,0.0006180620120555163,25,3.8200065074611314e-07
rho,0.02936364381961898,False,fno_full,False,"[0.016182772854985927,0.01459843004610839,0.015149511097684254,0.01680832562896839,0.018215537166234697,0.018562865723627198,0.018291749765232623,0.020278879032524344,0.021524042935475052,0.028120004836036827,0.03287457197728649,0.025304384771638766,0.017096873369926158,0.012019477517601018,0.00916460692772425,0.007731255347085408,0.007819338516359409,0.008639795922931626,0.010960445635959104,0.014432916283347197,0.019272185496401306,0.023693153131489453,0.02352627538953911,0.020296210102500822,0.01207365202399302,0.010262179013704298,0.009227732349176954,0.009262115280288974,0.008656285858251067,0.008145587452823122,0.00746368367400585,0.007660207530733487,0.007995976238619917,0.006545543721295566,0.004903604503159187,0.004141600184949468,0.003927886424371252,0.0038290842492330057,0.004190639896229698,0.005241080722825586,0.0055060875911792095,0.005437985204814311,0.007085009250356933,0.010810570150106669,0.01071029567191295,0.008687073888915986,0.006731079888236735,0.004922901929568013,0.0035611906944881255,0.0035109281576675144,0.0038102167827993583,0.004683375334906259,0.005997453610506298,0.007295919776531434,0.009002420742717732,0.010021829489982537,0.01331611823946588,0.012691267822930286,0.011871123305038367,0.011259519612512037,0.01525223380871843,0.015675750700827606,0.015079729076571624,0.015275309083504496]",64,0.04901960819358905,False,0.05304584458349183,False,0.00281386162757597,False,0.006554256281956861,25,4.295827540957098e-05
press,0.0018505786921124145,False,fno_full,False,"[0.001623792348226516,0.0016962289695183763,0.00182559089803902,0.001989627862664045,0.0020698944550788245,0.001962539594694057,0.0016904396719432668,0.0014839833768567345,0.0013503863403308003,0.0012634774807458449,0.0010935267378355817,0.0010960432400177744,0.0012014744894632834,0.0012900074252151228,0.0013503965922141425,0.0013488305897553232,0.0012777840198534562,0.0012299688024395294,0.0012436240607351934,0.0013005481934018626,0.0012833592223948642,0.0010346646491419254,0.0008900063302805794,0.0010765850265375132,0.0012824330138931916,0.0013356285600374385,0.0013194757039444172,0.0012673104144964586,0.0010783721458262896,0.00097538875359654,0.0009782982325545753,0.0011542601970749855,0.0009215470193002506,0.0009436964913605017,0.0009320507907832898,0.0008810120690128098,0.0008030101002671763,0.0006836300835137976,0.0006150379342955148,0.000550036020063871,0.00034145919379025,0.00021931576296640998,0.0003055973536828793,0.0006466368247424609,0.000810307828353965,0.0007902832143855676,0.0008198988867919033,0.0008311567463917813,0.0007996654806741166,0.0007568204209267293,0.0007802824382017182,0.0008513898147171073,0.0009531093469254959,0.0009955358898727784,0.0009212055186043067,0.0007692131637386801,0.0009208001148970357,0.0009236547864523992,0.0009709570598314121,0.000982073196078126,0.0007295704359541189,0.0007978516555482429,0.001065721284790988,0.0013084182480462836]",64,0.13260356793831687,False,0.11363202795260943,False,0.01291223777662261,False,0.0003769995033265589,25,1.421286255084721e-07
vel1,0.18206050174376287,False,fno_full,False,"[0.3877539348686696,0.39044548743731866,0.40484164952795254,0.41841790384205524,0.4207271938576014,0.414165843558294,0.40229966914557735,0.39502183272270486,0.39857505660984316,0.39528650182910496,0.389228595457098,0.3681726245995378,0.3773709208053333,0.40917126190834097,0.43755610381049337,0.4502011979202507,0.46340327760844957,0.457549073973496,0.44125605974841164,0.4198593231412815,0.394212215920561,0.3648046759844874,0.3286981556611863,0.3008892531925085,0.3354104567952163,0.35954999256136944,0.374732171809228,0.3979343520004477,0.4119869741534785,0.40742611427594966,0.40033617427616264,0.38150523849617457,0.34693057719414355,0.33657494034014235,0.3652507394144777,0.3781195655828924,0.37590325349447085,0.37157675480557373,0.3588635941450775,0.3504314676138165,0.3330848126024648,0.31354370082226524,0.291857510803311,0.2950474108420167,0.30578084855551424,0.32650950296374504,0.35337932340007683,0.3907767272721685,0.41997713192540687,0.4559785452292999,0.4735367730172584,0.4739180125470739,0.46238789477501996,0.4448658800320118,0.42182360954757314,0.38884064880403457,0.3460513575319055,0.3489209814379137,0.3623028870788403,0.37220837682798447,0.3772333120723488,0.3870024917578121,0.3912582157918223,0.3745953949801333]",64,0.23474882459969515,False,0.2658975483922368,False,0.0707015062410019,False,0.043659363298508516,25,0.0019061400036311524
vel2,0.008332936192113394,False,fno_full,False,"[0.008854858698409629,0.0074422974960204336,0.007050774328467568,0.007680776894190444,0.00704277474881998,0.006726539217405403,0.006261482486328518,0.0058530194596349006,0.005320049355240997,0.0033812926807783583,0.003660950180900402,0.0045070793093136,0.0050617483565957855,0.00493971369903079,0.005090994180566355,0.006602937003961529,0.006827685316168619,0.006890252786195816,0.007116166842386029,0.007363632895909689,0.006942017296552194,0.006048917325372827,0.004703456648616877,0.004313536419459751,0.004950621167154168,0.006760766004028085,0.006817927131255619,0.006702685024832178,0.006445202700426478,0.006655601691882396,0.007415381495878393,0.010012291632698123,0.010013759773780606,0.01080711402723189,0.011132370779085576,0.010796935739973534,0.010968829157087079,0.011071553017648839,0.010534383258029578,0.010795316923328357,0.011078444272783372,0.01010141555015075,0.00819518421830523,0.008836369711018754,0.011714228872891752,0.011664212959638931,0.011468064599313266,0.01146887905877847,0.011222118429639494,0.010307142756081689,0.009521886893204545,0.009052391106365576,0.00887702263595358,0.010204574952595635,0.008538276008110302,0.006537326477044303,0.0061898230120007725,0.006842605343948233,0.0073954470472097356,0.008103693782386295,0.0071643679492590095,0.007699884217357678,0.008190821910776691,0.008426231526666328]",64,12.978330285640089,False,18.941072649185735,False,358.7642331017319,False,0.0022239234898255374,25,4.945835688597798e-06
vel3,0.03526780634638271,False,fno_full,False,"[0.05298803231130478,0.05071940221529303,0.04868106102344427,0.047816951879724456,0.04819777298985173,0.04536359194787565,0.04386808348147042,0.04395614707425466,0.04548939432118004,0.0468254880311747,0.05024818823278565,0.05210392981530276,0.05286606702134122,0.051136257435985044,0.049297934807725596,0.04578492353709862,0.04698399006446152,0.04879539389708043,0.049631335408548694,0.0485695674208273,0.046835273087822316,0.042458773465625654,0.03924312050162371,0.037260560042284396,0.03850436231590493,0.0383673963509068,0.04341170478062395,0.04975367116929874,0.05256963126930714,0.054784091758733666,0.05559107914558581,0.05520504138769411,0.05260204428958559,0.049860994909749934,0.048873409983855254,0.047123776092178105,0.04497023373960474,0.03907888884577915,0.036324401613228474,0.03397471696973753,0.030351466127910953,0.031484361749562595,0.030149613239473183,0.03101347485539918,0.030770114319636832,0.031417452186701667,0.033935190654688085,0.03724369831269314,0.04367536567411889,0.05035599190978246,0.051675230676664796,0.052227905058259694,0.049479543210736665,0.04473933038480027,0.042018382263620424,0.04093190184227069,0.027048772037915114,0.022957086689814332,0.020323272799203096,0.020552794473132963,0.02475530754952615,0.03517453905556067,0.04254744759879259,0.046243408862551405]",64,0.3445785827068411,False,0.2871632970296736,False,0.08246275916095251,False,0.00893436958489188,25,7.98229598794411e-05
Bcc1,0.06557419906256579,False,fno_full,False,"[0.040407598723597005,0.03775393030140339,0.03342118075017886,0.026431467715072487,0.01782951400254973,0.008829461671240324,0.001282480061988167,-0.0045340813431700155,-0.005007604857032,-0.007381978962030189,-0.00778391472126827,-0.007168622502082833,-0.008803711983312201,-0.004075866369349868,-0.000722185059615299,0.0019951109203915074,0.008679069583957921,0.01671211115501592,0.024270969758315886,0.026902974430609045,0.027599060325016467,0.024611828622056464,0.020004331480130588,0.016672610957980893,0.013130449453342408,0.012832673326449202,0.0117272000236337,0.011574994492026036,0.016698155210224996,0.025524025505806236,0.03607686273639388,0.04843546396551801,0.05354956236718067,0.056770487079253584,0.05588407485024405,0.05050481131651985,0.038193747319339,0.025643648851077727,0.017826917255277408,0.011478321832470328,0.002611544977242808,0.001732493982313059,0.0020620580478810657,0.002254155339832309,-0.0006806739260589723,-0.0010747091201110948,0.002139807607830946,0.005267864817799506,0.011096068594309116,0.01817311831458568,0.024477162907626138,0.026577892618821153,0.024883092046732003,0.020785184297816173,0.0163344142143641,0.012093403781619827,-0.0006940974276599121,-0.004390393962594885,-0.0027692224849804603,0.0028119368852123627,0.012711953918571828,0.025424493364788026,0.03193997314961988,0.0351613134379285]",64,14.788633008412697,False,13.64444615393641,False,186.17091084767006,False,0.01686323078660884,50,0.0002843685525624322
Bcc2,0.002446571614408144,False,fno_full,False,"[-0.002028212759248582,-0.0024970362148408753,-0.0029362308748952515,-0.003119776901504334,-0.0029936115586184364,-0.0025438171906488893,-0.0020111298621318108,-0.0017300773371546896,-0.0017787744190096433,-0.0015392499985944497,-0.0012984265654281124,-0.0011966919220514072,-0.0012279224926925458,-0.0015341104844992515,-0.0017593276096712351,-0.001919509066588887,-0.0020555398159498584,-0.002346457889204956,-0.002361612382365763,-0.0022760369381664702,-0.002123910750743363,-0.001988782755795171,-0.0020922405573955416,-0.0022091674906992154,-0.00246484458024554,-0.0023423044477064447,-0.0018389018153137648,-0.0013889577547243626,-0.0013860738738339373,-0.001264430402593053,-0.0012800253083858643,-0.001564631023821872,-0.0020336749361353768,-0.0027149973114344306,-0.003280896583703452,-0.003389428936829475,-0.00308330694523562,-0.0026285677407136276,-0.0022812046946816267,-0.002253856952634692,-0.002106766227463197,-0.002006121351971757,-0.0018646442756207193,-0.0017993727417540128,-0.001817604128703465,-0.0018715246435250243,-0.001901557082367944,-0.001873410956690691,-0.00232639738779028,-0.002356374235230163,-0.002283669975911451,-0.0021212962017487236,-0.001849047037133289,-0.001572392831703703,-0.0014318292320176784,-0.0014015778886274088,-0.000942857322421331,-0.0009766732809518008,-0.0011278065978448382,-0.0011760317943956267,-0.0010934203101451434,-0.0011219019240049088,-0.0012331777204717949,-0.001390819205492666]",64,0.0360201904065025,False,0.027680260055273225,False,0.0007661967967275543,False,0.0005846796627869098,50,3.4185030807661457e-07
Bcc3,0.002044105204688484,False,fno_full,False,"[9.751290152237857e-06,0.0003540952835320854,0.000710338944750144,0.001025620814234074,0.001220265530012199,0.0014683851494261546,0.0016097016182641255,0.0015329961259666902,0.0012540243409482343,0.0011797018305834683,0.0011214102636181167,0.0010774178141413349,0.0016278141621068887,0.0014924251223242813,0.001245609620813326,0.000852049625661877,0.00022463315865550726,-0.00021578608205796712,-0.00024142059662413118,-0.00017994522008857317,-6.0960973668255924e-05,0.0002527875077174002,0.000632495233254815,0.0012309352003345708,0.0011998343929729427,0.0010711936203460226,0.0008888244722484728,9.973119885620108e-05,-9.635568012678064e-05,-0.000319220903345796,-0.0002992931407355126,-0.00022133558196468783,-0.00013613300545234353,-2.3409039358490702e-05,9.900884351132788e-05,0.00013568886739645514,0.00021110893266629294,0.00030486158560805166,0.00027197947457491267,0.0003687406070884691,0.0004616052783730229,0.00031245398816015513,0.0003428860902694453,0.00021289594288043112,0.0005559841272768651,0.0010381270497101802,0.0009831094307459765,0.000762339081720631,-0.0001303145038296094,-0.00029839284649835207,-0.00027942046253492947,-0.0002482868219888523,-0.00020265126814544843,0.00017352778964196958,0.0007807306619034837,0.0011068126045135074,0.0015313514086523483,0.001724884301342688,0.0015441275103420526,0.0008600878050209482,0.00028636928615904944,0.00011245436111817497,-1.4834562033438914e-05,-6.747896019154709e-05]",64,9.655531710569146,False,13.076527838641187,False,170.99558031475797,False,0.0006185078291494689,50,3.8255193471918865e-07
rho,0.02641963654386359,False,fno_full,False,"[0.01813451778730979,0.015337877374971498,0.012401003891394424,0.0092447492529395,0.006793787136892604,0.006461856874842908,0.01072914500262101,0.02045419899857137,0.024628903833686877,0.02954107997693356,0.021696392040610135,0.012727732653428525,0.007810126803995399,0.005495435300634455,0.004978856206392379,0.005088687552968096,0.0068056176280926195,0.008712371874345592,0.009958605247692986,0.010306164644962479,0.01101317212222952,0.011648982306130762,0.009196476883580829,0.005633965544415531,0.0032038097582152147,0.004036179871267365,0.006377693715238664,0.008311113006566728,0.009221173410040251,0.01045583344993517,0.012776792939764192,0.010531337497260651,0.008876172693508266,0.006707846246143845,0.00556349340816098,0.004628696091899087,0.0039586059384078,0.003936859658281833,0.006032743212621483,0.009021952702369163,0.00950680403349935,0.00904712363857385,0.006751750209240015,0.004724975178209467,0.003988810175644453,0.004573735415671187,0.005865124704241609,0.008229849906998155,0.009874411150395446,0.014648335835808268,0.020010401656882948,0.024351561782932407,0.028061550974125993,0.029623446302078804,0.02543193509106345,0.01657477477142777,0.009497367327494288,0.0048801555848925204,0.003575698671721028,0.0032758744760492675,0.0045684700346591,0.007769220508230035,0.012202839914452923,0.015779344255073546]",64,0.04410488834263571,False,0.0549064397223944,False,0.00301471712298893,False,0.006784148321061573,50,4.602466844216256e-05
press,0.002154210337640017,False,fno_full,False,"[0.002346166277073458,0.0026082463160306824,0.002575550532998294,0.002170776841759481,0.0016650483555897821,0.0012382097494620936,0.0010869295393693967,0.0012275919748589992,0.0012996225921684257,0.0009712947725795118,0.0007979558554482846,0.0008141428462133948,0.0007827317510663567,0.0007573664301762095,0.0007064196430843772,0.0006727822954171181,0.0007411042076359564,0.0008756128740436964,0.000997734783139359,0.0009756428462730504,0.0009538088479473794,0.0009274473000235872,0.000856818142650484,0.0007901222026096555,0.0008533302970124002,0.0010003490718064612,0.0012075215656461857,0.001242539818744115,0.0009923321422671272,0.000881628287955738,0.0012467909726382453,0.0015602282236858445,0.0012434098845745534,0.0011852497515273397,0.001054288657882152,0.0008358042629765805,0.0006495131305905844,0.0005508121327064686,0.0006118092408264886,0.0007631916065351518,0.000624255738254309,0.0006302733354210943,0.0007111716059911011,0.0007510690873934189,0.0007869144763785751,0.0008014818940738078,0.0008806669640664122,0.0009855999128163262,0.001141161999258955,0.0013343211750664885,0.0013551667613596052,0.0011292351874621076,0.0007906854181052303,0.000594870222034416,0.0005642652565027717,0.0005784687746062112,0.0007109101772408977,0.0006856324939765734,0.0005545544577243433,0.00045403597839066556,0.0004990216980189643,0.0008103794822602595,0.0012692123448489467,0.0017099298934059592]",64,0.15436035121240885,False,0.1384037700559859,False,0.019155603565710215,False,0.00045918526237506734,50,2.1085110518245944e-07
vel1,0.16611832120361214,False,fno_full,False,"[0.33585309436421085,0.3810517396323121,0.39706830250361236,0.40810601908378885,0.42525206900245394,0.41009426148957573,0.3929477474084706,0.38897342391646816,0.3897608214610955,0.36765401513912366,0.32367971987696365,0.32067315847780264,0.34454081201329245,0.38929713227480534,0.42383873115613824,0.4465757807411137,0.46494909792090766,0.4654210133085144,0.4362831995822489,0.3996497511470807,0.35634918391406245,0.31897310862041195,0.3142336529435852,0.323598375543952,0.36753401439818845,0.37710527688250295,0.3706414915432106,0.37035095719693345,0.3632888697247836,0.3247506107782101,0.30125083217535575,0.30978133447570144,0.3250907519086468,0.3827313484525803,0.40250503470088006,0.4120077305688028,0.4202185801077576,0.42232599606359145,0.42039325656878646,0.4185199234780157,0.38390615525713656,0.3392551869546878,0.3157688025803509,0.31498184023621434,0.34245166820801387,0.3771087323402753,0.3993088173920114,0.4117362787183083,0.43404736139564193,0.4252320254126971,0.4062435051200737,0.38015775553139974,0.35002422854086035,0.32650731983812875,0.31630925717581704,0.3290015829170443,0.3190933792557189,0.35544680953898933,0.37945067921100417,0.3679756343099143,0.3403879158322525,0.31801900215759815,0.30805910586241225,0.29930269210490223]",64,0.21419297581584587,False,0.26595682033745666,False,0.07073303028401022,False,0.04366909552584725,50,0.0019069899040455728
vel2,0.00725698206385772,False,fno_full,False,"[0.00997370847870016,0.008987141233209428,0.00795075516337107,0.006600142538237819,0.0063216312618283865,0.005940045596737775,0.0055702076130828004,0.006303033554033277,0.010391540015868728,0.011589939022705664,0.010985885485206404,0.009731039927243224,0.009077464933499257,0.010034261211760893,0.010171768625079736,0.009749772966245018,0.008755661024753891,0.008322399209706788,0.009156818434107095,0.010522470408560025,0.00921307968220475,0.008089764076284922,0.008622638198890087,0.009374340652930968,0.009473155195003358,0.010000684272050364,0.011444424419362775,0.012304825696517696,0.011315273265070758,0.00893771194647286,0.009141421740984867,0.01282718967694052,0.0119598707943247,0.011033087746348258,0.010081247963537265,0.008842387032046872,0.0078863465448471,0.007696535830717721,0.008805091296190337,0.010437312582951108,0.010191725766034665,0.009063549254491932,0.008214660964359395,0.007670530861455305,0.008048968448342464,0.008013533304414455,0.00865799159866043,0.009058302260520179,0.009694012869061908,0.009332036233629992,0.00946503946384425,0.01194008052527984,0.010941526144863545,0.00975161369600741,0.009415416652160502,0.00943614991763475,0.008994993440053278,0.00916811758524716,0.009378924928405752,0.009819615018063388,0.007728866597380701,0.0065956491889771485,0.008233860247827351,0.009543014138277961]",64,11.302559857694627,False,12.859757368136439,False,165.37335956733946,False,0.0015098995191111903,50,2.279796557812204e-06
vel3,0.03288521168337866,False,fno_full,False,"[0.04029786660925083,0.04011516028276674,0.04214509022699531,0.0438304165061254,0.050128959687754104,0.05381767301946638,0.05731556790453851,0.056498802952603455,0.05549238433854953,0.053828185505722104,0.05076992557360427,0.048395578111694704,0.03906731018668097,0.03999286892985765,0.03936611477666929,0.0399798046748856,0.04314486899028225,0.04776598723481129,0.05012941396824999,0.049727873481629103,0.048918649680445014,0.04610706070616288,0.04624145998411677,0.04031689204481381,0.041654854043883915,0.0435787479125338,0.04450280376488536,0.039544033685331215,0.03802299369317552,0.038650611019875214,0.0395927634562554,0.03908830390196272,0.038307929041593525,0.04045262017359619,0.0436356831496596,0.0474515727289031,0.04983844169163376,0.052197081591600636,0.056341832345424336,0.05943817720105926,0.057921829203792186,0.05797349549465025,0.05595524648816763,0.05520050411826105,0.05102364763394007,0.044424961004608576,0.040848273447466,0.03877983229813253,0.040086328686186334,0.04489045507938272,0.04827799723602766,0.0486087011707923,0.045706015159339586,0.041265713870473064,0.04051838393849039,0.040191756828903635,0.027833830741428756,0.026552965517680605,0.030337544828739738,0.031703657834668775,0.03172798306900404,0.03437240502512395,0.03677072008611049,0.036623668120739694]",64,0.3212998144137565,False,0.24653921344070964,False,0.06078158376396378,False,0.0076704525711732375,50,5.883584264661813e-05
Bcc1,0.07473356632932138,False,fno_full,False,"[0.021244315282993753,0.02531709593010234,0.02929769184182973,0.03181961708077985,0.032738614423287515,0.02802366350892882,0.022034281484538454,0.010323289473568309,0.0041129885077282324,-0.0038401866095699386,-0.006699890190592583,-0.005119806634091617,0.00017727896702446344,0.0038971598606529767,0.005904655505032006,0.010431844288190995,0.025288531231001665,0.03637838008478961,0.05010166995969101,0.06111855727795401,0.066552808468888,0.0680336761387288,0.0615508140697969,0.047819038871028674,0.03304113549655584,0.021199097229482433,0.014828961079743852,0.014850822385309659,0.01721916030576498,0.019734442994474577,0.025484991033261295,0.02990613949610399,0.03436090471313058,0.0387910140813158,0.0406394440210498,0.04161158595640746,0.042207958256232025,0.04136371773078906,0.03816267383325567,0.032852012354862126,0.019640386889868466,0.010704393092957787,0.006030727830449223,0.0052286839083350856,0.005651428983920681,0.005466731970507177,0.00902331979133697,0.01679234537403107,0.028727499867253314,0.03845544883404628,0.04973226957710608,0.05896262484086601,0.05941635371529497,0.05362965359084715,0.045122559630629056,0.03305194274772855,0.00044587076356883415,-0.002903616156938682,0.001471799653837813,0.00749461836521359,0.011269999080169235,0.011091397798441704,0.011005036198612927,0.01430329478505854]",64,16.85430095455225,False,15.705533844447308,False,246.66379333907986,False,0.0194105380942416,75,0.0003767689891080043
Bcc2,0.007230049326920562,False,fno_full,False,"[-0.0030844605050663887,-0.00398813595023384,-0.004754407519698134,-0.0049624194842792235,-0.004600860615290969,-0.00402277124767636,-0.0036652562967205427,-0.0035496884363013237,-0.006059815831626736,-0.006536241204052828,-0.006330265465458673,-0.003985528400508365,-0.0025386393793738193,-0.0022747100489155514,-0.002083432670566765,-0.0020566066758291868,-0.0025474607233348934,-0.0030737463809806798,-0.003664664994065703,-0.005085398974282285,-0.0075122660670530195,-0.008362434646315364,-0.0077307553865111345,-0.004790076748854233,-0.0033923531563075926,-0.002937468857957981,-0.0023739974301690836,-0.0019470465108604174,-0.001736840981912735,-0.0016885772905732566,-0.002044558921360462,-0.002746840368970105,-0.0036297021606852553,-0.00413609781960389,-0.004027342407283641,-0.0037731116212924576,-0.003527015171549408,-0.0034224005014209524,-0.0033007497186616774,-0.0032202193701920123,-0.00296460453542835,-0.002853004998620179,-0.00279954256759396,-0.0025768257230680547,-0.0022999667660172918,-0.0021969051837089637,-0.0020929072575484042,-0.0021051072981279617,-0.002421143673025483,-0.0027269420498221564,-0.00288637263254099,-0.00305885799731076,-0.003292186138974973,-0.0033485852045807007,-0.003074655035113949,-0.002715788616637127,-0.0015127129471981249,-0.001542476345536059,-0.0014557047885883634,-0.0011914883957508948,-0.001132385319394802,-0.001197622628766215,-0.0013755058415243493,-0.0017364669399748678]",64,0.10644599645904279,False,0.07439274638409102,False,0.005534280714567685,False,0.001571369842002487,75,2.469203180354921e-06
Bcc3,0.0022519602665907884,False,fno_full,False,"[0.00018604303066638295,0.00013226824487322375,0.00021007131547690072,0.00016140107005035986,-0.00017372383851977855,-0.00015246783800041872,-1.4527674156994408e-05,0.00022773103025031105,0.00014327640347211457,0.00019436146560058987,0.0002994110276783868,0.0007129530504403903,0.0009994150172638605,0.0007480378816642208,-6.879358483402598e-05,-0.0003710857984250415,-0.0005697421379997625,-0.000456688572869568,-0.0003915613485214742,-0.0002797090866261953,1.0398478549333845e-05,0.0004771452722446279,0.0006331854498773382,0.0007715627832684535,0.000654034840565032,0.00026495223862677,-0.00031772161637122487,-0.0004234218773926379,-0.0005623755350809834,-0.0007047790518783792,-0.0007847706767027951,-0.00041220555798737735,-0.000207624697223463,-0.0001019353299445136,-0.00011043802098154032,-0.0003061940645014971,-0.00046101192054948115,-0.0004861052312481462,-0.0004007047048926182,-0.0003479983982561663,6.343795122765172e-05,0.00019831148408044896,0.0002631785343005788,0.0006124439705725848,0.0007470989194986455,0.000614619678896311,-0.00011352237562389789,-0.0005005252547665151,-0.000500105164285003,-0.00044671868870205245,-0.000424347200853159,-0.00032311361303249964,-0.00014993146079428366,0.0003778449148554852,0.000711532402465298,0.0009043035361608887,0.0014671895898879933,0.0014220989908595438,0.0007856373394468236,0.0003067903800976213,6.520451967695351e-06,-0.0002549124699628702,-0.0002772363237713016,-3.299530697642439e-05]",64,10.637355511416944,False,10.737372560009714,False,115.29116949244958,False,0.0005078679198950707,75,2.5792982405854594e-07
rho,0.01139018373169165,False,fno_full,False,"[0.007541021453160823,0.006307451286883037,0.005214809005156695,0.0035884911014996135,0.0028805468992985084,0.004290818883156078,0.007099267026973166,0.011474313302869632,0.010444592139442932,0.011270600245744333,0.00937897611448868,0.006529883257538671,0.004943579584129054,0.004345908459221448,0.0049726204866935575,0.006263693282734906,0.011332417389006366,0.01144754748082022,0.009578188451236258,0.006421737925244031,0.004795212082200351,0.003858076593505899,0.00318454856816075,0.0027957420667839017,0.0024129793097387164,0.0028882496551574377,0.004118966910322541,0.004953872883476151,0.005369996219666717,0.006926747528218868,0.006934315120256329,0.005674318322800076,0.004590713119362988,0.00460992408357086,0.004844829603420919,0.00443316691385931,0.00386821133800197,0.005116581384328356,0.006267027957477467,0.008108029572873932,0.0070377857848029635,0.00538355998960327,0.0038044096175884334,0.002910881063481696,0.0027363329187970464,0.0034407548414918665,0.005004447238701637,0.007631107429398654,0.009472201620294385,0.012914712821959995,0.013803163041430366,0.011563329964687341,0.0063780350060156366,0.004486172580115522,0.0035779419606747354,0.003201080514024568,0.004508264838506193,0.004232180271635855,0.004272902197989481,0.005110492087361251,0.00707799019776445,0.01058740270903158,0.010721374453547483,0.00914011076760346]",64,0.019014749913546722,False,0.023140267884481897,False,0.0005354719977655844,False,0.002859172991567935,75,8.174870195711536e-06
