channel,dynamic_span,ground_truth_available,model,oracle_available,profile,profile_length,retention_vs_canonical_initial_dynamic_span,retention_vs_canonical_initial_dynamic_span_undefined,retention_vs_canonical_initial_std,retention_vs_canonical_initial_std_undefined,retention_vs_canonical_initial_variance,retention_vs_canonical_initial_variance_undefined,std,step,variance
press,0.0022571415060376743,False,fno_plain,False,"[0.00016856566757537245,0.00011179229990672737,0.00013289467665492105,0.00016780915238803762,0.00023044606565755799,0.0003431379352260011,0.0004650057749491232,0.0005908344614100614,0.0006465880605053265,0.0007546613255779988,0.001145376930713482,0.0017358573557570978,0.002163802017848937,0.0022289372742978486,0.0022701858801417174,0.0020873698979393396,0.002152681034574222,0.0016012704748753492,0.0012871468936248576,0.001121243342161904,0.0010956462127360567,0.0010941894968121701,0.0011398346199085196,0.001155770943753076,0.0008582537621268926,0.0007852497001419323,0.0008173867230372167,0.0006047986576529496,0.0004218266136479798,0.0003577961393101958,0.00035230177707301635,0.00033282985899774076,0.00023993862019144885,0.00019767336617904085,0.00015664691228711725,0.00012191160090857522,9.802250010659819e-05,6.972141231820217e-05,4.861843600512117e-05,3.831576932689096e-05,3.113874542193251e-05,3.188766567102652e-05,3.354503318514501e-05,3.676964943388761e-05,3.933714112880349e-05,3.8360732554976185e-05,3.325505675841334e-05,2.739914576563307e-05,2.5079768568497807e-05,2.020128147392497e-05,1.594174837288298e-05,1.3362326387683643e-05,1.3044374104043133e-05,1.5088780499175614e-05,1.9458625788990047e-05,2.6063521921887434e-05,3.961052110576513e-05,5.010110896958714e-05,6.0052636634722045e-05,6.921954405719744e-05,8.173124084760383e-05,0.00010537555571606128,0.00014048431588212576,0.0001710988173185199]",64,0.16173590364893284,False,0.19606568632807578,False,0.0384417533552994,False,0.0006504914828756961,75,4.2313916929382214e-07
vel1,0.38617571880240575,False,fno_plain,False,"[0.2529489507051039,0.28985674056275457,0.34759091510750295,0.3848007873966708,0.4053948451219185,0.39618517911003437,0.3922646669016103,0.3916805941335042,0.393618314552441,0.41255000204910175,0.43097951393428957,0.4227077162649948,0.409927996355691,0.3956108014754136,0.38878984171606135,0.3806049470367725,0.3719655389068066,0.37093639240265475,0.36594938821872347,0.35662988988042343,0.3430391451875039,0.32706776408303995,0.3151185373972112,0.3079347227248945,0.29743198214418953,0.2821122546447441,0.2698722147360968,0.24992540979292244,0.24014407176946406,0.23172133659318206,0.2230670527096663,0.2138848180493369,0.19848673793239868,0.19720371827861527,0.19495720070699463,0.1905351499972312,0.18779363797693804,0.17900235817614885,0.17081816590871313,0.1645660183567088,0.1736323085733602,0.17447029279901471,0.17985500120084907,0.1827312545337918,0.18063814161905611,0.1762968287384865,0.1648249386526004,0.14190799932293885,0.1335078879747016,0.12104017921774357,0.11034041977472953,0.10129604354551702,0.09561367372225504,0.09253341747898958,0.08965157163038384,0.08601054441351152,0.047152041690424085,0.04500922165061638,0.04480379513188382,0.048176800872170134,0.057046868811085005,0.07263612039605505,0.09326745560429117,0.11900100593811658]",64,0.4979350007801065,False,0.7267434260449868,False,0.5281560072996051,False,0.11932849871821988,75,0.014239290606344202
vel2,0.009487610815760661,False,fno_plain,False,"[-7.330298281882364e-05,0.00034168497769737627,-0.00033851703733134286,-0.005533270184422179,-0.008296186420970741,-0.008100544663012021,-0.007855657551793849,-0.007348443205046351,-0.00554662348009316,-0.006650780073915286,-0.006189226729764741,-0.00453479967666226,-0.0038992240691868574,-0.0027034912625225616,-0.0024104667594428975,-0.0031608359219426063,-0.0034137410830368253,-0.0051459681434806726,-0.005322868454910118,-0.004517478874319636,-0.003428555066484762,-0.001970716233806513,-0.000774062506025075,-0.00023456974951585607,0.00045950505695202537,-0.00045502654764106865,-0.0015473918989332702,-0.0028051101062835926,-0.0026138922683287547,-0.001957453818988597,-0.0015335758138457223,-0.0012622657880072552,-0.002523779790259084,-0.0027622254732477813,-0.0029839742370967315,-0.003342869238487367,-0.003266991402407271,-0.0028890026088670417,-0.0027177010699501736,-0.0019117101696046745,-0.0012944670310623962,-0.00019722287225754087,0.0006275277504171686,0.0010468671156622644,0.0011914243947899195,0.001188573606127008,0.0010681894782926804,0.0009571708141997703,0.0006873333916561641,0.000589043005840395,0.0005282520156107834,0.0005271591424972169,0.0005504760161321176,0.0005559186934647187,0.0005296396337453046,0.0004806258111464956,0.0005755716374578057,0.0005259177853577865,0.0004829168353450708,0.00044202465819054293,0.0004169991392650729,0.00046620672642694316,0.0006236282195937193,0.0010035241330967892]",64,14.77670582730384,False,22.40618854249906,False,502.03728500201606,False,0.00263077228729523,75,6.920962827600576e-06
vel3,0.05615213186121082,False,fno_plain,False,"[0.013480727312071394,0.014588348101369775,0.021475054187249043,0.027420147321151944,0.033931270318873885,0.03634486338228271,0.03995487855934243,0.04374521624384897,0.046534354494838226,0.05230270737365572,0.056835367194253195,0.05617335589658978,0.056120877703961014,0.05313834425578534,0.049058520426569885,0.04354554964629642,0.043468282020739935,0.03874194754848759,0.03585945662666745,0.03297840882635228,0.030867704765455528,0.029793334284249795,0.029732110848044613,0.03198277307700437,0.037708886622795035,0.04105871010347073,0.045048053976188385,0.042839474330776284,0.042103288309590425,0.04052497725183457,0.03997985854402941,0.03859932221701001,0.033021505792362404,0.03370235195205851,0.033061014060706384,0.029877324509357095,0.025822723070973552,0.021509345329775442,0.018434734725417457,0.016692988235888606,0.016299094521684765,0.014673299656863037,0.01328475823009967,0.011928927224232666,0.01040077827457253,0.00865188806074002,0.0061543664033933965,0.003039950224376753,0.0015183119235189224,0.0010281301013037591,0.0007534894944569714,0.0006832353330423757,0.0007402363422670533,0.0008479041559326106,0.0009314149750139222,0.0009494303631640832,0.0009906211274142152,0.0009521486807102519,0.0009212598934595917,0.0009228203106772526,0.0009996415038244777,0.0012401981061316292,0.0016325023049148513,0.0023551504323222616]",64,0.5486256168775923,False,0.5839926964105022,False,0.34104746946080905,False,0.0181694758298789,75,0.00033012985193255355
Bcc1,0.12284621473384227,False,fno_plain,False,"[-0.0721899668833359,-0.07768568672802711,-0.0748729034117761,-0.06908270421372453,-0.05646529504056641,-0.050191209598111186,-0.08141421820135622,-0.11644916743967748,-0.11255516467635296,-0.1065719846522768,-0.09317736838760204,-0.07164894395444321,-0.05164914383283481,-0.03709843634791765,-0.025032949912119906,-0.015389697087410337,-0.004287188070537518,-0.003917326085428829,-0.004246304918694932,-0.0038918123944831073,-0.0041713820671844815,-0.00800838140768434,-0.007880725513938813,-0.006233130517839136,-0.007828278285639145,-0.00715266422965577,-0.0052788164441146535,-0.0020311185074159965,0.0010923560419681122,0.0038630889537492052,0.005157698661847121,0.005537881631864527,0.006359508591863516,0.006397047294164793,0.0027984035759309744,-0.0046243721605252475,-0.013024690671393557,-0.019414406861599787,-0.02137461252517525,-0.019624410956719796,-0.013660427038882927,-0.007218558758076199,-0.003945318065454728,-0.0026600603792577004,-0.0011657923179857477,-0.00017488928458875286,-2.531876862343907e-05,-0.0012394292529789297,-0.002393214406354094,-0.0029036693702479965,-0.0029725829155529127,-0.003040669129489082,-0.003513405704588024,-0.003828709414486653,-0.0038243776535795693,-0.0035610721446626137,-0.0037257735136577708,-0.003109794159454893,-0.002818234998948843,-0.0027665391809934547,-0.002506112828487339,-0.0018660429872898732,-0.0014849872545624476,-0.006841168336336079]",64,27.704914617989836,False,26.00231836522744,False,676.1205603666442,False,0.0321363792002071,100,0.0010327468680995037
Bcc2,0.01686381590805392,False,fno_plain,False,"[-0.0007018385923831527,-0.0009991099559547856,-0.0014787407791871099,-0.0022876640784116396,-0.003791032544850248,-0.0039613749782150395,-0.003852350573528618,-0.0042794661442657755,-0.004329613641171903,-0.004905220784515052,-0.00736292761074786,-0.01008531214374564,-0.01170951527560149,-0.01688953267055382,-0.01642851950462898,-0.015326609500661448,-0.006478977364551497,-0.005112828357255239,-0.004663943713493934,-0.0039069109961129556,-0.003397805019403677,-0.0028611787552890178,-0.0027550648493086527,-0.0049464889369117415,-0.00621058570481825,-0.0059146100223372855,-0.003100251169749768,-0.002266918079108393,-0.0017433918485103561,-0.0015227058479521105,-0.0014143498415082334,-0.0014251756013674566,-0.0020394763139250927,-0.0020989909988156086,-0.001963421358140316,-0.0016897675507978605,-0.001485424599909635,-0.001310959309680726,-0.0011176714267087107,-0.0008818697632082539,-0.0007024095032353017,-0.0005794044806268772,-0.0004946727364227854,-0.0004148599313520407,-0.00034763945886862047,-0.0002935540682619253,-0.0002445640827913875,-0.00019276428522249645,-0.00013165386145161384,-0.00011547516984844464,-8.099143119805197e-05,-5.94482941468355e-05,-5.063679613614633e-05,-4.936360011020824e-05,-4.996422984698823e-05,-4.897873362658123e-05,-3.87788847975995e-05,-3.576734166201023e-05,-3.0900573555272116e-05,-2.5963731231710974e-05,-2.571676249989857e-05,-4.0003414323849795e-05,-8.963990516216991e-05,-0.00041800283177223507]",64,0.2482812505511942,False,0.18248815468790397,False,0.03330192660139636,False,0.003854628263335366,100,1.4858159048503818e-05
Bcc3,0.0024495194248010943,False,fno_plain,False,"[0.0011772083449579501,0.0011998732939962342,0.0011457365988221113,0.0012147518975534621,0.001172047279771271,0.0012029427531268233,0.0012339202474864752,0.0013546484461161579,0.0010464915030328832,0.0008972323600393572,0.000809739623657546,0.0005875522710770964,0.00026011846957366136,0.00017829225470800125,-0.00016460049170952118,-0.00013153602776228013,-0.00022866069178162363,-0.00026600021898781634,7.39369123419209e-05,0.0004910117599234987,0.0007898232618457346,0.0015904396985391145,0.0016201340709756096,0.0015558790434191394,0.0020330620343287364,0.0020071396543608344,0.0019474804279973057,0.0018026029252089515,0.001631923708139027,0.0016221499914372828,0.0020598818105526107,0.0021206952182666328,0.0015343729079688728,0.0011282619564321195,0.00041946105193080285,8.58775836904968e-05,-2.6219723455317423e-05,8.60210431152808e-05,0.00016050300631187397,9.333275194101098e-05,-0.0002528045950160873,-0.00032882420653446154,-0.0002986390322852195,2.297605728707186e-05,7.919018681970535e-05,7.272047017048422e-05,-1.2950794735844262e-05,-1.6456526259478466e-05,3.259347934858603e-05,7.830401467212589e-05,9.632625621913693e-05,9.560438690087159e-05,8.575868570753764e-05,7.067701263743786e-05,5.5073654456672116e-05,4.034386329937467e-05,4.2088802986117724e-05,2.7266365984934815e-05,1.7175577768119288e-05,1.4571407001742753e-05,1.940442264758424e-05,2.95520375136471e-05,5.6571165735014306e-05,0.00018556622510979004]",64,11.570545599890721,False,15.54820937865068,False,241.74681488236098,False,0.000735416109583256,100,5.408368542345716e-07
rho,0.0536731659816847,False,fno_plain,False,"[0.007022368045365601,0.007114698826521715,0.008032981324087696,0.009677604344752622,0.00757430268987247,0.0027936986222736326,0.0011342944680943212,0.0009648555019148297,0.000773502339974641,0.000887869609400127,0.0011003414271542056,0.0012795378135095348,0.0010972196030891723,0.000807034142880525,0.0007534633502785937,0.000804545833872794,0.0010189919988121687,0.0012282752145154063,0.0015951672248917248,0.0017582536054590037,0.0018905821134040934,0.0018834907645342014,0.0020396848506081255,0.0023302714518464995,0.0027243771928198157,0.0031687674966605073,0.0036049582780322,0.0038461328294197017,0.003823957061481309,0.0038695083895277094,0.00371287030444023,0.003517355854427251,0.0032336648209536634,0.003038066571079412,0.0027261864207019926,0.00203279428117753,0.0014354092043333821,0.0012819818468372546,0.001174321058911687,0.0010729395846054146,0.000944747660566847,0.0008837781062505101,0.0009265254550285817,0.001185448846987569,0.0013970865049106607,0.0015718225653422735,0.0020475683867786643,0.0030157826873047355,0.004737055614785213,0.006653667548876641,0.009061340636676185,0.011493362876675128,0.01328037764079859,0.014470962800820608,0.01750038698085543,0.026004904358527536,0.04618194927971331,0.05409858914854215,0.054426629331963294,0.04827002933070501,0.03797677976902136,0.025356105661285433,0.015325304372381332,0.01088916095479675]",64,0.0896018758126251,False,0.10500148125387916,False,0.01102531106550874,False,0.012973808288409964,100,0.0001683197015044151
press,0.0015912136625383967,False,fno_plain,False,"[5.439367840253187e-05,8.422631099597871e-05,0.00010750750890211117,0.00015589867118575088,0.00021703906234461084,0.0002886539860982029,0.00031378143046757734,0.0003614432448423993,0.0003807927405065914,0.00040744573227866066,0.0004615993249587613,0.0005416177605523931,0.0005282664199436349,0.00048283269609483703,0.0006159621984452857,0.0007997776254335953,0.0010786396867126236,0.0012766081846669053,0.0015078269755632867,0.0016099951000287938,0.0015333151435101833,0.0012186755960033047,0.0008127276978906472,0.0006742366520984255,0.0006926221889589357,0.0007734021735474883,0.0008973674107650709,0.0009574883315583982,0.0009155028981342461,0.0008994857089792418,0.0008497250826362546,0.0007915764171322337,0.0005351836708378244,0.00044337460685639485,0.00033295400377397755,0.00028104374044257696,0.0002163201767575451,0.00017682475649705154,0.0001389490494382306,0.00010228218604868555,6.577132552004761e-05,4.463218576422623e-05,3.134296592333108e-05,2.600931211260704e-05,2.4533859356856702e-05,2.5163524750348998e-05,2.680837853530349e-05,2.5632355791893602e-05,2.6693831701340986e-05,2.2785187859919454e-05,2.1082097524799392e-05,2.173137418923221e-05,2.3543597738096e-05,2.655214463465061e-05,3.098195502310164e-05,3.57510354566104e-05,4.444266693338916e-05,4.4081800505489654e-05,4.217891818987518e-05,4.04855945928817e-05,3.713828859771423e-05,2.8764403877293288e-05,1.878143749039704e-05,2.6997338639745544e-05]",64,0.11401871744450572,False,0.13042036260104206,False,0.01700947098098729,False,0.00043269853412075345,100,1.8722802143024883e-07
vel1,0.33606186025281204,False,fno_plain,False,"[0.19222703360537707,0.2136249235518335,0.2189978383230482,0.2415958999299619,0.27436355790086964,0.3326963633462583,0.37457495497619675,0.40112724267237354,0.3927153574022668,0.3890989528845239,0.3811946945661475,0.37773935685981996,0.37564456562540727,0.36833251993448357,0.3636872130809934,0.3659399110474624,0.3700517376710195,0.3792600177912391,0.3942866373618017,0.38392244320129976,0.3663655395139358,0.3577085556971724,0.34484970784251345,0.33008332771714777,0.31827407153105014,0.3023764064128045,0.2893162835716794,0.2803208242803521,0.27858540664601605,0.28316044314124156,0.2696343716525007,0.2563362385972141,0.2427787663473282,0.2328505554014555,0.21823420151304163,0.20068595779048337,0.1866684208107472,0.17887990847520996,0.17468517015549878,0.17401885050639976,0.17676839994419424,0.17034049647008942,0.1599095706060325,0.1511885047548276,0.14914465510446462,0.1473362134602212,0.14685914834444702,0.14322740738134598,0.14335686889353383,0.13587339649711794,0.1271876174450881,0.11354222282534465,0.09866212894303317,0.0892799376633775,0.08849535242916318,0.09315630892524496,0.06515050890448038,0.06669411739494535,0.06638300968006661,0.0654805110370944,0.0650653824195615,0.0659831822176784,0.0712017280911823,0.11162802280887263]",64,0.4333181878086157,False,0.6764184729544486,False,0.457541950554028,False,0.11106533336282108,100,0.012335508274994576
