axis,channel,demeaned,model,model_high_k_axis_anisotropy,model_high_k_energy,model_high_k_energy_undefined,model_low_k_energy,model_low_k_energy_undefined,model_mid_k_energy,model_mid_k_energy_undefined,model_parseval_relative_error,model_retention_high_k_energy,model_retention_low_k_energy,model_retention_mid_k_energy,model_retention_total_nonzero_mode_energy,model_spectral_centroid,model_total_nonzero_mode_energy,model_total_nonzero_mode_energy_undefined,normalization,oracle_high_k_axis_anisotropy,oracle_high_k_energy,oracle_low_k_energy,oracle_mid_k_energy,oracle_parseval_relative_error,oracle_spectral_centroid,oracle_total_nonzero_mode_energy,preprocessing_high_k_energy_undefined,preprocessing_low_k_energy_undefined,preprocessing_mid_k_energy_undefined,preprocessing_retention_high_k_energy,preprocessing_retention_low_k_energy,preprocessing_retention_mid_k_energy,preprocessing_retention_total_nonzero_mode_energy,preprocessing_total_nonzero_mode_energy_undefined,raw_high_k_axis_anisotropy,raw_high_k_energy,raw_low_k_energy,raw_mid_k_energy,raw_parseval_relative_error,raw_spectral_centroid,raw_total_nonzero_mode_energy,step,total_high_k_energy_undefined,total_low_k_energy_undefined,total_mid_k_energy_undefined,total_retention_high_k_energy,total_retention_low_k_energy,total_retention_mid_k_energy,total_retention_total_nonzero_mode_energy,total_total_nonzero_mode_energy_undefined,window
combined,vel3,True,fno_plain,117366.31459221694,7.5038887379877215,False,332.5375408778159,False,11.849543724039338,False,3.2307403808230557e-16,0.9198625270455495,0.7186796344404499,0.8046116037967677,0.7246655308584405,0.04547216300514268,351.8909733398431,False,ortho,589.5706875198882,8.157619771825042,462.7062253360264,14.727035588505318,2.3412061931349403e-16,0.04310843657914976,485.5908806963568,False,False,False,0.008202447915380778,0.0277079533229687,0.011255835375621396,0.025554285017733665,False,73284.56993200975,994.5347847352158,16699.401068806583,1308.3911675185007,1.9144912110289112e-16,0.06543314482041575,19002.3270210603,1,False,False,False,0.007545124467401662,0.019913141765244193,0.009056575753651123,0.01851830951808386,False,none
phi,vel3,False,fno_full,157676.6602869748,4.5622422857965485e-05,False,814.2743916946375,False,0.00011788263896356926,False,2.7923465616271047e-16,0.003435233351633583,0.9634090800721605,0.005501491678546718,0.0062968975091696995,0.10390981476997578,0.0005685544663750178,False,ortho,589.5706875198882,0.013280734723965782,845.201076611866,0.02142739566857062,1.345031052563434e-16,0.13351544748128344,0.09029120539870222,False,False,False,0.9843457385470143,0.03541340178525775,0.9419483472721287,0.6774913317912462,False,73284.56993200975,0.013491941097412967,23866.70113583143,0.022747951870847383,1.5242882803042927e-16,0.10334612552881704,0.13327285702678693,1,False,False,False,0.003381457310595095,0.03411759283616098,0.0051821209941384505,0.004266093479640361,False,none
phi,vel3,True,fno_full,157676.6602869748,4.5622422857965485e-05,False,462.425342044602,False,0.00011788263896356926,False,2.458489775266218e-16,0.003435233351633583,0.9523621944725256,0.005501491678546718,0.0062968975091696995,0.10390981476997578,0.0005685544663750178,False,ortho,589.5706875198882,0.013280734723965782,485.55617256596423,0.02142739566857062,1.1706030965674701e-16,0.13351544748128344,0.09029120539870222,False,False,False,0.9843457385470143,0.025552507229664442,0.9419483472721287,0.6774913317912462,False,73284.56993200975,0.013491941097412967,19002.290781167332,0.022747951870847383,1.9144912110289112e-16,0.10334612552881704,0.13327285702678693,1,False,False,False,0.003381457310595095,0.024335241859518304,0.0051821209941384505,0.004266093479640361,False,none
theta,vel3,False,fno_full,157676.6602869748,1.274453044758061,False,809.9555232271305,False,3.0445789278106923,False,0.0,2.765989333114114,0.9615068429135828,1.2719761545624557,0.8706689952285149,0.03320994546232309,213.61618574000465,False,ortho,589.5706875198882,0.4607584814230671,842.38144449683,2.3935817640056234,0.0,0.03153353629504708,245.34718349990072,False,False,False,0.06641579459439016,0.03533311004691034,0.1282393765086256,0.07334982157800984,False,73284.56993200975,6.937483534405914,23841.134940525597,18.664951664394803,0.0,0.023972953317590143,3344.891346994843,1,False,False,False,0.18370537939838122,0.03397302709152295,0.16311742899492854,0.06386341545351668,False,none
theta,vel3,True,fno_full,157676.6602869748,1.274453044758061,False,458.1064735770951,False,3.0445789278106923,False,0.0,2.765989333114114,0.9489782421466876,1.2719761545624557,0.8706689952285149,0.03320994546232309,213.61618574000465,False,ortho,589.5706875198882,0.4607584814230671,482.7365404509281,2.3935817640056234,0.0,0.03153353629504708,245.34718349990072,False,False,False,0.06641579459439016,0.025438348871363623,0.1282393765086256,0.07334982157800984,False,73284.56993200975,6.937483534405914,18976.724585861495,18.664951664394803,1.9144912110289112e-16,0.023972953317590147,3344.8913469948425,1,False,False,False,0.18370537939838122,0.024140439595060827,0.16311742899492854,0.06386341545351668,False,none
r,vel3,False,fno_full,157676.6602869748,7.193591270444138,False,795.9122746369799,False,11.168689292275229,False,0.0,0.9187297361586392,0.9661747428097799,0.8194726213965207,0.9644479695092019,0.04049016655256123,370.3871464009093,False,ortho,589.5706875198882,7.8299319019777585,823.7767345504692,13.629118289811663,1.345031052563434e-16,0.044210695395818164,384.0405683983094,False,False,False,0.007919012069946661,0.0381760658004885,0.010486918827959359,0.021572045973753045,False,73284.56993200975,988.751100871917,21578.355895958462,1299.6303788940209,0.0,0.06814866037550603,17802.69562124872,1,False,False,False,0.007275431869659174,0.036884750556276207,0.008593742862320385,0.020805115937545277,False,none
r,vel3,True,fno_full,157676.6602869748,7.193591270444138,False,444.0632249869445,False,11.168689292275229,False,0.0,0.9187297361586392,0.9567609799659594,0.8194726213965207,0.9644479695092019,0.04049016655256123,370.3871464009093,False,ortho,589.5706875198882,7.8299319019777585,464.1318305045674,13.629118289811663,0.0,0.044210695395818164,384.0405683983094,False,False,False,0.007919012069946661,0.027769136219683067,0.010486918827959359,0.021572045973753045,False,73284.56993200975,988.751100871917,16713.945541294357,1299.6303788940209,1.9144912110289112e-16,0.06814866037550603,17802.69562124872,1,False,False,False,0.007275431869659174,0.026568425982352185,0.008593742862320385,0.020805115937545277,False,none
combined,vel3,False,fno_full,157676.6602869748,7.950014202641714,False,793.8373154390838,False,12.48722555797374,False,4.1885198424406573e-16,0.9745507176124634,0.96532647317664,0.8479116848009939,0.9522944600741409,0.04066957475657637,462.4255055496637,False,ortho,589.5706875198882,8.157619771825042,822.3511293819284,14.727035588505318,2.690062105126868e-16,0.04310843657914976,485.5908806963568,False,False,False,0.008202447915380778,0.03813570399186748,0.011255835375621392,0.025554285017733665,False,73284.56993200975,994.5347847352158,21563.811423470685,1308.3911675185009,1.5242882803042927e-16,0.06543314482041576,19002.3270210603,1,False,False,False,0.007993701502113192,0.03681340463657774,0.009543954337185762,0.024335204053543388,False,none
combined,vel3,True,fno_full,157676.6602869748,7.950014202641714,False,441.9882657890484,False,12.48722555797374,False,0.0,0.9745507176124634,0.9552243769101394,0.8479116848009939,0.9522944600741409,0.04066957475657637,462.4255055496637,False,ortho,589.5706875198882,8.157619771825042,462.7062253360264,14.727035588505318,2.3412061931349403e-16,0.04310843657914976,485.5908806963568,False,False,False,0.008202447915380778,0.0277079533229687,0.011255835375621396,0.025554285017733665,False,73284.56993200975,994.5347847352158,16699.401068806583,1308.3911675185007,1.9144912110289112e-16,0.06543314482041575,19002.3270210603,1,False,False,False,0.007993701502113192,0.026467312448388004,0.009543954337185764,0.024335204053543388,False,none
phi,vel3,False,localno_plain,78860.4392411156,0.00012878480083645103,False,571.9702971049927,False,0.0001049986014531232,False,0.0,0.009697114166737485,0.6767268913071361,0.004900203602770707,0.009684616781636636,0.11001994508728938,0.000874435723038472,False,ortho,589.5706875198882,0.013280734723965782,845.201076611866,0.02142739566857062,1.345031052563434e-16,0.13351544748128344,0.09029120539870222,False,False,False,0.9843457385470143,0.03541340178525775,0.9419483472721287,0.6774913317912462,False,73284.56993200975,0.013491941097412967,23866.70113583143,0.022747951870847383,1.5242882803042927e-16,0.10334612552881704,0.13327285702678693,1,False,False,False,0.009545313006231926,0.023965201300748064,0.004615738684926799,0.0065612439212788575,False,none
phi,vel3,True,localno_plain,78860.4392411156,0.00012878480083645103,False,340.1347444466639,False,0.0001049986014531232,False,3.3424036043925665e-16,0.009697114166737485,0.7005054485234776,0.004900203602770707,0.009684616781636636,0.11001994508728938,0.000874435723038472,False,ortho,589.5706875198882,0.013280734723965782,485.55617256596423,0.02142739566857062,1.1706030965674701e-16,0.13351544748128344,0.09029120539870222,False,False,False,0.9843457385470143,0.025552507229664442,0.9419483472721287,0.6774913317912462,False,73284.56993200975,0.013491941097412967,19002.290781167332,0.022747951870847383,1.9144912110289112e-16,0.10334612552881704,0.13327285702678693,1,False,False,False,0.009545313006231926,0.017899670537815496,0.004615738684926799,0.0065612439212788575,False,none
theta,vel3,False,localno_plain,78860.4392411156,3.3373476297213625,False,563.6766999125273,False,4.956483346146178,False,0.0,7.243160493571077,0.6691466242460051,2.0707390993201655,0.842743102061646,0.04026005688299748,206.76464650479423,False,ortho,589.5706875198882,0.4607584814230671,842.38144449683,2.3935817640056234,0.0,0.03153353629504708,245.34718349990072,False,False,False,0.06641579459439016,0.03533311004691034,0.1282393765086256,0.07334982157800984,False,73284.56993200975,6.937483534405914,23841.134940525597,18.664951664394803,0.0,0.023972953317590143,3344.891346994843,1,False,False,False,0.48106025955521836,0.023643031312002658,0.265550291008851,0.06181505617232027,False,none
theta,vel3,True,localno_plain,78860.4392411156,3.3373476297213625,False,331.8411472541987,False,4.956483346146178,False,0.0,7.243160493571077,0.6874166744125547,2.0707390993201655,0.842743102061646,0.04026005688299748,206.76464650479423,False,ortho,589.5706875198882,0.4607584814230671,482.7365404509281,2.3935817640056234,0.0,0.03153353629504708,245.34718349990072,False,False,False,0.06641579459439016,0.025438348871363623,0.1282393765086256,0.07334982157800984,False,73284.56993200975,6.937483534405914,18976.724585861495,18.664951664394803,1.9144912110289112e-16,0.023972953317590147,3344.8913469948425,1,False,False,False,0.48106025955521836,0.017486745183699148,0.265550291008851,0.061815056172320276,False,none
r,vel3,False,localno_plain,78860.4392411156,10.15602596154212,False,549.2422865871033,False,12.572218339749412,False,0.0,1.2970771762365922,0.6667368275298793,0.922452800864431,0.6560353033540953,0.05066460377394056,251.9441707894641,False,ortho,589.5706875198882,7.8299319019777585,823.7767345504692,13.629118289811663,1.345031052563434e-16,0.044210695395818164,384.0405683983094,False,False,False,0.007919012069946661,0.0381760658004885,0.010486918827959359,0.021572045973753045,False,73284.56993200975,988.751100871917,21578.355895958462,1299.6303788940209,0.0,0.06814866037550603,17802.69562124872,1,False,False,False,0.010271569814269904,0.02545338899938962,0.009673687645289046,0.014152023724359569,False,none
r,vel3,True,localno_plain,78860.4392411156,10.15602596154212,False,317.4067339287747,False,12.572218339749412,False,1.6712018021962833e-16,1.2970771762365922,0.683871936953161,0.922452800864431,0.6560353033540953,0.05066460377394056,251.9441707894641,False,ortho,589.5706875198882,7.8299319019777585,464.1318305045674,13.629118289811663,0.0,0.044210695395818164,384.0405683983094,False,False,False,0.007919012069946661,0.027769136219683067,0.010486918827959359,0.021572045973753045,False,73284.56993200975,988.751100871917,16713.945541294357,1299.6303788940209,1.9144912110289112e-16,0.06814866037550603,17802.69562124872,1,False,False,False,0.010271569814269904,0.018990532974070835,0.009673687645289046,0.014152023724359569,False,none
combined,vel3,False,localno_plain,78860.4392411156,12.794709580167783,False,544.3729841332197,False,14.802837175007346,False,3.9752690595802413e-16,1.5684366197549953,0.6619714677626398,1.0051471041844424,0.7004558605843237,0.0513253504249948,340.1349782300663,False,ortho,589.5706875198882,8.157619771825042,822.3511293819284,14.727035588505318,2.690062105126868e-16,0.04310843657914976,485.5908806963568,False,False,False,0.008202447915380778,0.03813570399186748,0.011255835375621392,0.025554285017733665,False,73284.56993200975,994.5347847352158,21563.811423470685,1308.3911675185009,1.5242882803042927e-16,0.06543314482041576,19002.3270210603,1,False,False,False,0.012865019682116233,0.025244747945658074,0.01131377033298265,0.017899648703713723,False,none
combined,vel3,True,localno_plain,78860.4392411156,12.794709580167783,False,312.5374314748911,False,14.802837175007346,False,3.3424036043925665e-16,1.5684366197549953,0.6754554280049295,1.0051471041844424,0.7004558605843237,0.0513253504249948,340.1349782300663,False,ortho,589.5706875198882,8.157619771825042,462.7062253360264,14.727035588505318,2.3412061931349403e-16,0.04310843657914976,485.5908806963568,False,False,False,0.008202447915380778,0.0277079533229687,0.011255835375621396,0.025554285017733665,False,73284.56993200975,994.5347847352158,16699.401068806583,1308.3911675185007,1.9144912110289112e-16,0.06543314482041575,19002.3270210603,1,False,False,False,0.012865019682116233,0.01871548747090643,0.011313770332982651,0.017899648703713723,False,none
phi,Bcc1,False,persistence,17581130.132761963,2.084121056605084e-05,False,13608.481889977025,False,6.004169793604487e-05,False,1.3366585688549894e-16,0.0008449939051579404,0.04545358365507339,0.001227684445644293,0.0015465377292944824,0.090930835509777,0.0003867908451879841,False,ortho,478096.4536037893,0.02466433241569399,299392.93661079876,0.048906458128607125,0.0,0.11436539225176198,0.2501011374384218,False,False,False,0.9999805918761332,0.9999999973964905,0.9999747447213692,0.9999815317981853,False,478087.17970487574,0.02466481111340323,299392.9373902711,0.04890769330602876,0.0,0.11436547680131533,0.2501057564420068,3,False,False,False,0.0008449775054115624,0.04545358353673455,0.0012276534401315477,0.0015465091675235837,False,none
phi,Bcc1,True,persistence,17581130.132761963,2.084121056605084e-05,False,13608.161225117261,False,6.004169793604487e-05,False,0.0,0.0008449939051579405,0.045453118595181106,0.001227684445644293,0.0015465377292944824,0.090930835509777,0.0003867908451879841,False,ortho,478096.4536037894,0.024664332415693987,299388.9450428157,0.048906458128607125,1.944214960956556e-16,0.11436539225176197,0.2501011374384218,False,False,False,0.9999805918761331,0.9999999973831659,0.9999747447213692,0.9999815317981853,False,478087.17970487574,0.02466481111340323,299388.9458262669,0.04890769330602876,0.0,0.11436547680131533,0.2501057564420068,3,False,False,False,0.0008449775054115624,0.04545311847623784,0.0012276534401315477,0.0015465091675235837,False,none
theta,Bcc1,False,persistence,17581130.132761963,291.2091642904676,False,12801.23914325187,False,516.0336633175953,False,1.3366585688549894e-16,0.06340075495237428,0.04461619736756158,0.06548017742081988,0.04545359688105713,0.03898642666459261,13607.760885798074,False,ortho,478096.4536037893,4593.149789923159,286919.0988598027,7880.761531863516,1.944189040290654e-16,0.032453729079071535,299376.98707116256,False,False,False,0.9999999638112264,0.999999996197372,1.00000006041052,0.9999999973293392,False,478087.17970487574,4593.149956143623,286919.0999508493,7880.761055782643,0.0,0.03245372944170109,299376.98787069693,3,False,False,False,0.0634007526579787,0.04461619719790278,0.06548018137651145,0.04545359675966599,False,none
theta,Bcc1,True,persistence,17581130.132761963,291.2091642904676,False,12800.918478392108,False,516.0336633175953,False,0.0,0.06340075495237428,0.044615700439128055,0.06548017742081988,0.04545359688105713,0.03898642666459261,13607.760885798074,False,ortho,478096.4536037894,4593.149789923159,286915.1072918196,7880.761531863516,0.0,0.032453729079071535,299376.98707116256,False,False,False,0.9999999638112264,0.9999999961834513,1.00000006041052,0.9999999973293392,False,478087.17970487574,4593.149956143623,286915.1083868451,7880.761055782643,0.0,0.03245372944170109,299376.98787069693,3,False,False,False,0.0634007526579787,0.044615700268850055,0.06548018137651145,0.04545359675966599,False,none
r,Bcc1,False,persistence,17581130.132761963,366.4120350860334,False,12750.976251247997,False,491.09368452590377,False,1.3366585688549894e-16,0.031073118606071003,0.04695770883692836,0.030579871854503383,0.035974283045349,0.0557819905296304,8298.378590245833,False,ortho,478096.4536037893,11791.929858448279,271541.7035257991,16059.376797342014,1.944189040290654e-16,0.06391227954141909,230675.30156987254,False,False,False,0.999999989423941,0.999999997066158,1.0000000087292538,0.99999999726059,False,478087.17970487574,11791.929983160426,271541.7043224595,16059.37665715564,0.0,0.0639122794469424,230675.30220178678,3,False,False,False,0.03107311827743987,0.04695770869916187,0.030579872121442846,0.03597428294680069,False,none
r,Bcc1,True,persistence,17581130.132761963,366.4120350860334,False,12750.655586388231,False,491.09368452590377,False,0.0,0.031073118606071003,0.04695721818694958,0.030579871854503386,0.035974283045349,0.055781990529630406,8298.378590245833,False,ortho,478096.4536037894,11791.929858448279,271537.7119578159,16059.376797342013,0.0,0.06391227954141909,230675.30156987254,False,False,False,0.999999989423941,0.9999999970514619,1.0000000087292535,0.99999999726059,False,478087.17970487574,11791.929983160426,271537.7127584552,16059.37665715564,0.0,0.0639122794469424,230675.30220178678,3,False,False,False,0.03107311827743987,0.04695721804849444,0.030579872121442846,0.03597428294680069,False,none
combined,Bcc1,False,persistence,17581130.132761963,647.4204379494049,False,12013.064775722803,False,947.9967571877269,False,1.3366585688549894e-16,0.04002368653751392,0.04613090127659209,0.041570515358248274,0.04545310769585362,0.05897940857105075,13608.161306000173,False,ortho,478096.4536037893,16175.932153140922,260412.53136795998,22804.546660488508,1.944189040290654e-16,0.0655975309791574,299389.01861360634,False,False,False,0.9999999782580247,0.9999999958441257,1.0000000286237796,0.999999997377442,False,478087.17970487574,16175.932504837649,260412.53245020175,22804.546007736208,3.8883780704356215e-16,0.06559753114895846,299389.0193987714,3,False,False,False,0.04002368566731991,0.046130901084877864,0.041570516548153545,0.045453107576650206,False,none
combined,Bcc1,True,persistence,17581130.132761963,647.4204379494049,False,12012.744110863041,False,947.9967571877269,False,2.67338013217674e-16,0.04002368653751392,0.04613037698414262,0.04157051535824828,0.04545310769585362,0.05897940857105075,13608.161306000173,False,ortho,478096.4536037894,16175.932153140922,260408.53979997686,22804.546660488504,0.0,0.0655975309791574,299389.01861360634,False,False,False,0.9999999782580247,0.9999999958287826,1.0000000286237796,0.999999997377442,False,478087.17970487574,16175.932504837649,260408.5408861975,22804.546007736208,0.0,0.06559753114895846,299389.0193987714,3,False,False,False,0.04002368566731991,0.04613037679172279,0.041570516548153545,0.045453107576650206,False,none
phi,Bcc1,False,fno_plain,6010.391970721844,0.00816759368044946,False,3678.4923956773014,False,0.008136908016951772,False,1.2362274713781041e-16,0.33115000004023604,0.012286503607328665,0.16637696386752254,0.15528560518413234,0.15103182966769088,0.03883710648436518,False,ortho,478096.4536037893,0.02466433241569399,299392.93661079876,0.048906458128607125,0.0,0.11436539225176198,0.2501011374384218,False,False,False,0.9999805918761332,0.9999999973964905,0.9999747447213692,0.9999815317981853,False,478087.17970487574,0.02466481111340323,299392.9373902711,0.04890769330602876,0.0,0.11436547680131533,0.2501057564420068,3,False,False,False,0.3311435730400168,0.012286503575340637,0.1663727619709423,0.15528273733823686,False,none
phi,Bcc1,True,fno_plain,6010.391970721844,0.00816759368044946,False,3518.3893705384457,False,0.008136908016951772,False,0.0,0.3311500000402361,0.01175190142720627,0.16637696386752254,0.15528560518413234,0.15103182966769088,0.03883710648436518,False,ortho,478096.4536037894,0.024664332415693987,299388.9450428157,0.048906458128607125,1.944214960956556e-16,0.11436539225176197,0.2501011374384218,False,False,False,0.9999805918761331,0.9999999973831659,0.9999747447213692,0.9999815317981853,False,478087.17970487574,0.02466481111340323,299388.9458262669,0.04890769330602876,0.0,0.11436547680131533,0.2501057564420068,3,False,False,False,0.3311435730400168,0.011751901396453495,0.1663727619709423,0.15528273733823686,False,none
theta,Bcc1,False,fno_plain,6010.391970721844,16.904219179768504,False,3602.100075382054,False,59.50440561717666,False,0.0,0.003680310887499121,0.012554410249079126,0.007550590812396529,0.01059428504492156,0.04193035215817997,3171.6851369216924,False,ortho,478096.4536037893,4593.149789923159,286919.0988598027,7880.761531863516,1.944189040290654e-16,0.032453729079071535,299376.98707116256,False,False,False,0.9999999638112264,0.999999996197372,1.00000006041052,0.9999999973293392,False,478087.17970487574,4593.149956143623,286919.0999508493,7880.761055782643,0.0,0.03245372944170109,299376.98787069693,3,False,False,False,0.0036803107543131835,0.012554410201339374,0.007550591268531646,0.010594285016627817,False,none
theta,Bcc1,True,fno_plain,6010.391970721844,16.904219179768504,False,3441.997050243198,False,59.50440561717666,False,2.584962581844834e-16,0.003680310887499121,0.011996569587192786,0.007550590812396529,0.010594285044921558,0.04193035215817998,3171.685136921692,False,ortho,478096.4536037894,4593.149789923159,286915.1072918196,7880.761531863516,0.0,0.032453729079071535,299376.98707116256,False,False,False,0.9999999638112264,0.9999999961834513,1.00000006041052,0.9999999973293392,False,478087.17970487574,4593.149956143623,286915.1083868451,7880.761055782643,0.0,0.03245372944170109,299376.98787069693,3,False,False,False,0.0036803107543131835,0.011996569541407293,0.007550591268531646,0.010594285016627816,False,none
r,Bcc1,False,fno_plain,6010.391970721844,49.090439477091905,False,3538.8363476126688,False,90.58191308923855,False,0.0,0.004163053890786271,0.013032386192113747,0.0056404376229736855,0.010642029851567876,0.04811586148237773,2454.853445326006,False,ortho,478096.4536037893,11791.929858448279,271541.7035257991,16059.376797342014,1.944189040290654e-16,0.06391227954141909,230675.30156987254,False,False,False,0.999999989423941,0.999999997066158,1.0000000087292538,0.99999999726059,False,478087.17970487574,11791.929983160426,271541.7043224595,16059.37665715564,0.0,0.0639122794469424,230675.30220178678,3,False,False,False,0.004163053846757568,0.013032386153878786,0.005640437672210497,0.010642029822414993,False,none
r,Bcc1,True,fno_plain,6010.391970721844,49.090439477091905,False,3378.733322473812,False,90.58191308923855,False,0.0,0.004163053890786271,0.012442961598640513,0.005640437622973686,0.010642029851567876,0.04811586148237773,2454.853445326006,False,ortho,478096.4536037894,11791.929858448279,271537.7119578159,16059.376797342013,0.0,0.06391227954141909,230675.30156987254,False,False,False,0.999999989423941,0.9999999970514619,1.0000000087292535,0.99999999726059,False,478087.17970487574,11791.929983160426,271537.7127584552,16059.37665715564,0.0,0.0639122794469424,230675.30220178678,3,False,False,False,0.004163053846757568,0.012442961561951967,0.005640437672210497,0.010642029822414993,False,none
combined,Bcc1,False,fno_plain,6010.391970721844,63.1183462675606,False,3475.6049658826655,False,139.78538802877335,False,1.2362274713781041e-16,0.0039019912837174424,0.013346535005919799,0.006129715714584564,0.011751952998586841,0.05453724166336506,3518.405675040143,False,ortho,478096.4536037893,16175.932153140922,260412.53136795998,22804.546660488508,1.944189040290654e-16,0.0655975309791574,299389.01861360634,False,False,False,0.9999999782580247,0.9999999958441257,1.0000000286237796,0.999999997377442,False,478087.17970487574,16175.932504837649,260412.53245020175,22804.546007736208,3.8883780704356215e-16,0.06559753114895846,299389.0193987714,3,False,False,False,0.003901991198880444,0.013346534950453275,0.006129715890040196,0.011751952967766663,False,none
combined,Bcc1,True,fno_plain,6010.391970721844,63.1183462675606,False,3315.501940743809,False,139.78538802877335,False,2.584962581844834e-16,0.0039019912837174424,0.012731924779772924,0.006129715714584565,0.011751952998586841,0.05453724166336505,3518.405675040143,False,ortho,478096.4536037894,16175.932153140922,260408.53979997686,22804.546660488504,0.0,0.0655975309791574,299389.01861360634,False,False,False,0.9999999782580247,0.9999999958287826,1.0000000286237796,0.999999997377442,False,478087.17970487574,16175.932504837649,260408.5408861975,22804.546007736208,0.0,0.06559753114895846,299389.0193987714,3,False,False,False,0.003901991198880444,0.012731924726665298,0.006129715890040196,0.011751952967766663,False,none
phi,Bcc1,False,fno_full,12651.963996279408,0.004682506196371642,False,1860.2829330806944,False,0.004240753889671397,False,1.222247329999494e-16,0.18984929806541812,0.006213516438094873,0.08671153160426535,0.08246838865229841,0.15743354682088692,0.020625437804653667,False,ortho,478096.4536037893,0.02466433241569399,299392.93661079876,0.048906458128607125,0.0,0.11436539225176198,0.2501011374384218,False,False,False,0.9999805918761332,0.9999999973964905,0.9999747447213692,0.9999815317981853,False,478087.17970487574,0.02466481111340323,299392.9373902711,0.04890769330602876,0.0,0.11436547680131533,0.2501057564420068,3,False,False,False,0.18984561344672524,0.006213516421917924,0.08670934168037418,0.08246686560945343,False,none
phi,Bcc1,True,fno_full,12651.963996279408,0.004682506196371642,False,1824.4372797385827,False,0.004240753889671397,False,2.4925226632555083e-16,0.18984929806541814,0.006093869897158926,0.08671153160426535,0.0824683886522984,0.15743354682088695,0.020625437804653663,False,ortho,478096.4536037894,0.024664332415693987,299388.9450428157,0.048906458128607125,1.944214960956556e-16,0.11436539225176197,0.2501011374384218,False,False,False,0.9999805918761331,0.9999999973831659,0.9999747447213692,0.9999815317981853,False,478087.17970487574,0.02466481111340323,299388.9458262669,0.04890769330602876,0.0,0.11436547680131533,0.2501057564420068,3,False,False,False,0.18984561344672524,0.006093869881212279,0.08670934168037418,0.08246686560945342,False,none
theta,Bcc1,False,fno_full,12651.963996279408,59.24289980884925,False,1713.010697514978,False,88.03825901695296,False,2.444494659998988e-16,0.01289809880331387,0.005970361346882685,0.011171288289970003,0.005838360636779742,0.05334968266540461,1747.8708168739931,False,ortho,478096.4536037893,4593.149789923159,286919.0988598027,7880.761531863516,1.944189040290654e-16,0.032453729079071535,299376.98707116256,False,False,False,0.9999999638112264,0.999999996197372,1.00000006041052,0.9999999973293392,False,478087.17970487574,4593.149956143623,286919.0999508493,7880.761055782643,0.0,0.03245372944170109,299376.98787069693,3,False,False,False,0.012898098336547493,0.005970361324179622,0.011171288964833338,0.005838360621187461,False,none
theta,Bcc1,True,fno_full,12651.963996279408,59.24289980884925,False,1677.1650441728666,False,88.03825901695296,False,0.0,0.01289809880331387,0.00584550970495615,0.011171288289970003,0.005838360636779742,0.05334968266540461,1747.8708168739931,False,ortho,478096.4536037894,4593.149789923159,286915.1072918196,7880.761531863516,0.0,0.032453729079071535,299376.98707116256,False,False,False,0.9999999638112264,0.9999999961834513,1.00000006041052,0.9999999973293392,False,478087.17970487574,4593.149956143623,286915.1083868451,7880.761055782643,0.0,0.03245372944170109,299376.98787069693,3,False,False,False,0.012898098336547493,0.005845509682646478,0.011171288964833338,0.005838360621187461,False,none
r,Bcc1,False,fno_full,12651.963996279408,42.9008584207661,False,1735.9606316656018,False,81.43036625441228,False,2.444494659998988e-16,0.003638154138953766,0.0063929798227131945,0.005070580713187439,0.006269097177909757,0.056521720329553646,1446.12588208517,False,ortho,478096.4536037893,11791.929858448279,271541.7035257991,16059.376797342014,1.944189040290654e-16,0.06391227954141909,230675.30156987254,False,False,False,0.999999989423941,0.999999997066158,1.0000000087292538,0.99999999726059,False,478087.17970487574,11791.929983160426,271541.7043224595,16059.37665715564,0.0,0.0639122794469424,230675.30220178678,3,False,False,False,0.003638154100476433,0.006392979803957202,0.005070580757449824,0.006269097160736129,False,none
r,Bcc1,True,fno_full,12651.963996279408,42.9008584207661,False,1700.11497832349,False,81.43036625441228,False,0.0,0.003638154138953766,0.006261063946018693,0.0050705807131874395,0.006269097177909757,0.05652172032955363,1446.12588208517,False,ortho,478096.4536037894,11791.929858448279,271537.7119578159,16059.376797342013,0.0,0.06391227954141909,230675.30156987254,False,False,False,0.999999989423941,0.9999999970514619,1.0000000087292535,0.99999999726059,False,478087.17970487574,11791.929983160426,271537.7127584552,16059.37665715564,0.0,0.0639122794469424,230675.30220178678,3,False,False,False,0.003638154100476433,0.006261063927557708,0.005070580757449824,0.006269097160736129,False,none
combined,Bcc1,False,fno_full,12651.963996279408,98.94002936871058,False,1610.2327764889471,False,151.11905048312263,False,3.6667419899984826e-16,0.006116496312671486,0.006183392051182461,0.006626707065611338,0.006093898204574136,0.0735865745524433,1824.4462029986682,False,ortho,478096.4536037893,16175.932153140922,260412.53136795998,22804.546660488508,1.944189040290654e-16,0.0655975309791574,299389.01861360634,False,False,False,0.9999999782580247,0.9999999958441257,1.0000000286237796,0.999999997377442,False,478087.17970487574,16175.932504837649,260412.53245020175,22804.546007736208,3.8883780704356215e-16,0.06559753114895846,299389.0193987714,3,False,False,False,0.006116496179686774,0.006183392025485061,0.006626707255292741,0.006093898188592534,False,none
