channel,model,shell_absolute_error,shell_persistence_absolute_error,shell_skill,source_snapshot,target_snapshot
vel2,Index-space DISCO3D LocalNO,4.083698189327607e-05,0.000703499381681847,0.9419516449386954,173,174
vel3,Index-space DISCO3D LocalNO,0.002638860450956117,0.0011731779144094063,-1.2493267376965198,173,174
Bcc1,Anisotropic spherical DISCO3D LocalNO,3.773031588923602,54.83430153734187,0.9311921282273617,173,174
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.4758184182545867,0.023903325840049672,-18.905950386927326,173,174
Bcc3,Anisotropic spherical DISCO3D LocalNO,8.22470163313477,0.5347878852317767,-14.379371635485331,173,174
rho,Anisotropic spherical DISCO3D LocalNO,106.26348612227571,17.187205797597834,-5.182708659782709,173,174
press,Anisotropic spherical DISCO3D LocalNO,977.9637582727319,0.3532349386578847,-2767.5929426701186,173,174
vel1,Anisotropic spherical DISCO3D LocalNO,0.04816968020697986,0.055910235523511966,0.13844612250429467,173,174
vel2,Anisotropic spherical DISCO3D LocalNO,0.00010112934577417256,0.000703499381681847,0.8562481383673659,173,174
vel3,Anisotropic spherical DISCO3D LocalNO,0.0025401715034864118,0.0011731779144094063,-1.1652056966697746,173,174
Bcc1,Persistence,0.11459993385662291,56.7447288035524,0.997980430318852,174,175
Bcc2,Persistence,0.02437749230278178,0.024377447778303654,-1.826461839993243e-06,174,175
Bcc3,Persistence,17.894056613071896,17.894157815535422,5.655614786048702e-06,174,175
rho,Persistence,6.147328963391954,6.147353387787635,3.973156273984202e-06,174,175
press,Persistence,0.7690930428901657,0.7691714865490972,0.00010198461630894773,174,175
vel1,Persistence,0.010226180922550085,0.06388919649866875,0.8399388083905052,174,175
vel2,Persistence,9.86242454448136e-06,0.0005709052051646637,0.9827249349712326,174,175
vel3,Persistence,0.004419017761274704,0.004419020889684722,7.079418939959226e-07,174,175
Bcc1,FNO,3.534714854680327,56.7447288035524,0.9377084897714932,174,175
Bcc2,FNO,0.01063043304119503,0.024377447778303654,0.5639234616407918,174,175
Bcc3,FNO,11.719276193695192,17.894157815535422,0.3450780799797851,174,175
rho,FNO,4652512319.199279,6.147353387787635,-756831764.754997,174,175
press,FNO,73.88569555605378,0.7691714865490972,-95.05880723366825,174,175
vel1,FNO,0.02527731804277226,0.06388919649866875,0.6043569268663606,174,175
vel2,FNO,0.00011137816373263248,0.0005709052051646637,0.8049095318713934,174,175
vel3,FNO,0.004478795146868696,0.004419020889684722,-0.013526583982326201,174,175
Bcc1,3D CNN/U-Net,3.7108763548465253,56.7447288035524,0.9346040340118039,174,175
Bcc2,3D CNN/U-Net,3.1269910614793703,0.024377447778303654,-127.27393129573005,174,175
Bcc3,3D CNN/U-Net,3.9669472973476303,17.894157815535422,0.7783104777413112,174,175
rho,3D CNN/U-Net,1498.3239418619949,6.147353387787635,-242.73479891990158,174,175
press,3D CNN/U-Net,23977254248.4968,0.7691714865490972,-31172832933.917046,174,175
vel1,3D CNN/U-Net,0.08773373578623142,0.06388919649866875,-0.3732170788540048,174,175
vel2,3D CNN/U-Net,0.00010197584055448593,0.0005709052051646637,0.8213786813783324,174,175
vel3,3D CNN/U-Net,0.0007173439225685426,0.004419020889684722,0.8376690356356922,174,175
Bcc1,Differential LocalNO,3.3995659769962128,56.7447288035524,0.9400901890153471,174,175
Bcc2,Differential LocalNO,0.6720289713939137,0.024377447778303654,-26.56765094958099,174,175
Bcc3,Differential LocalNO,16.597673349634633,17.894157815535422,0.07245294689282344,174,175
rho,Differential LocalNO,6698.770637944651,6.147353387787635,-1088.6999432719233,174,175
press,Differential LocalNO,45368.37946919189,0.7691714865490972,-58982.43901532025,174,175
vel1,Differential LocalNO,0.06468551656969353,0.06388919649866875,-0.01246408023054979,174,175
vel2,Differential LocalNO,5.5004210758733935e-05,0.0005709052051646637,0.9036543890979777,174,175
vel3,Differential LocalNO,0.001985050887795255,0.004419020889684722,0.5507939569987232,174,175
Bcc1,Index-space DISCO3D LocalNO,3.083169735841835,56.7447288035524,0.9456659710804923,174,175
Bcc2,Index-space DISCO3D LocalNO,0.23022455126337613,0.024377447778303654,-8.44416139692359,174,175
Bcc3,Index-space DISCO3D LocalNO,1.8926798239988847,17.894157815535422,0.8942291756052532,174,175
rho,Index-space DISCO3D LocalNO,30.46996192182156,6.147353387787635,-3.9565983927901964,174,175
press,Index-space DISCO3D LocalNO,3299680.8348665037,0.7691714865490972,-4289914.698345223,174,175
vel1,Index-space DISCO3D LocalNO,0.04464772309429081,0.06388919649866875,0.3011694380094273,174,175
vel2,Index-space DISCO3D LocalNO,6.818477337002001e-05,0.0005709052051646637,0.8805672592346504,174,175
vel3,Index-space DISCO3D LocalNO,0.00295484118461663,0.004419020889684722,0.3313357736067536,174,175
Bcc1,Anisotropic spherical DISCO3D LocalNO,3.168202842664086,56.7447288035524,0.944167451154234,174,175
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.2090595889591786,0.024377447778303654,-7.575942439111497,174,175
Bcc3,Anisotropic spherical DISCO3D LocalNO,13.32407707813848,17.894157815535422,0.255395128650831,174,175
rho,Anisotropic spherical DISCO3D LocalNO,110.34256938890668,6.147353387787635,-16.9496056966749,174,175
press,Anisotropic spherical DISCO3D LocalNO,429.0385479397572,0.7691714865490972,-556.793100033709,174,175
vel1,Anisotropic spherical DISCO3D LocalNO,0.050234130240898386,0.06388919649866875,0.21373044279958808,174,175
