channel,checkpoint_epoch,contribution_fraction,direction,enrichment,envelope_violation_h1_overlap,envelope_violation_voxel_overlap,error_case,gradient_norm_fraction,model_mode,model_state,per_voxel_mean,region,roi_h1_overlap,roi_voxel_overlap,source_snapshot,split,target_clamp_h1_overlap,target_clamp_voxel_overlap,target_snapshot,voxel_fraction
rho,30,4.2869265598710626e-05,r,0.0001714770623948425,,,persistence_error,,full,full_last,0.1586451530456543,inner_two,,,109,validation,,,110,0.25
press,30,0.005727487616240978,r,0.022909950464963913,,,persistence_error,,full,full_last,21.195560455322266,inner_two,,,109,validation,,,110,0.25
vel1,30,0.013587783090770245,r,0.05435113236308098,,,persistence_error,,full,full_last,50.2839469909668,inner_two,,,109,validation,,,110,0.25
vel2,30,0.025805657729506493,r,0.10322263091802597,,,persistence_error,,full,full_last,95.49830627441406,inner_two,,,109,validation,,,110,0.25
vel3,30,0.008110280148684978,r,0.032441120594739914,,,persistence_error,,full,full_last,30.013498306274414,inner_two,,,109,validation,,,110,0.25
all,30,0.16902238130569458,all,0.33804476261138916,0.625950038433075,0.7190780639648438,persistence_error,0.14671087265014648,full,full_last,39.09354019165039,middle_four,0.11181297898292542,0.22721099853515625,109,validation,0.6569599509239197,0.7578125,110,0.5
Bcc1,30,1.973506336128139e-08,phi,3.947012672256278e-08,,,persistence_error,,full,full_last,3.651651059044525e-05,middle_four,,,109,validation,,,110,0.5
Bcc2,30,7.131712482078001e-05,phi,0.00014263424964156002,,,persistence_error,,full,full_last,0.1319606900215149,middle_four,,,109,validation,,,110,0.5
Bcc3,30,5.511547884751167e-10,phi,1.1023095769502333e-09,,,persistence_error,,full,full_last,1.019821866066195e-06,middle_four,,,109,validation,,,110,0.5
rho,30,5.729492841055617e-05,phi,0.00011458985682111233,,,persistence_error,,full,full_last,0.1060149073600769,middle_four,,,109,validation,,,110,0.5
press,30,0.0015193530125543475,phi,0.003038706025108695,,,persistence_error,,full,full_last,2.811314582824707,middle_four,,,109,validation,,,110,0.5
vel1,30,0.0018352133920416236,phi,0.003670426784083247,,,persistence_error,,full,full_last,3.3957626819610596,middle_four,,,109,validation,,,110,0.5
vel2,30,0.0003370652557350695,phi,0.000674130511470139,,,persistence_error,,full,full_last,0.6236842274665833,middle_four,,,109,validation,,,110,0.5
vel3,30,0.00295257568359375,phi,0.0059051513671875,,,persistence_error,,full,full_last,5.463259220123291,middle_four,,,109,validation,,,110,0.5
Bcc1,30,0.004106864798814058,theta,0.008213729597628117,,,persistence_error,,full,full_last,7.5990824699401855,middle_four,,,109,validation,,,110,0.5
Bcc2,30,0.013033835217356682,theta,0.026067670434713364,,,persistence_error,,full,full_last,24.11698341369629,middle_four,,,109,validation,,,110,0.5
Bcc3,30,0.005865834653377533,theta,0.011731669306755066,,,persistence_error,,full,full_last,10.853769302368164,middle_four,,,109,validation,,,110,0.5
rho,30,0.003310555825009942,theta,0.006621111650019884,,,persistence_error,,full,full_last,6.125642776489258,middle_four,,,109,validation,,,110,0.5
press,30,0.0067829410545527935,theta,0.013565882109105587,,,persistence_error,,full,full_last,12.550724983215332,middle_four,,,109,validation,,,110,0.5
vel1,30,0.015072361566126347,theta,0.030144723132252693,,,persistence_error,,full,full_last,27.88894271850586,middle_four,,,109,validation,,,110,0.5
vel2,30,0.007560068275779486,theta,0.015120136551558971,,,persistence_error,,full,full_last,13.98867130279541,middle_four,,,109,validation,,,110,0.5
vel3,30,0.011647447943687439,theta,0.023294895887374878,,,persistence_error,,full,full_last,21.551700592041016,middle_four,,,109,validation,,,110,0.5
Bcc1,30,0.004229800775647163,r,0.008459601551294327,,,persistence_error,,full,full_last,7.826555252075195,middle_four,,,109,validation,,,110,0.5
Bcc2,30,0.02359836921095848,r,0.04719673842191696,,,persistence_error,,full,full_last,43.6649284362793,middle_four,,,109,validation,,,110,0.5
Bcc3,30,0.010836174711585045,r,0.02167234942317009,,,persistence_error,,full,full_last,20.05057144165039,middle_four,,,109,validation,,,110,0.5
rho,30,0.005074148066341877,r,0.010148296132683754,,,persistence_error,,full,full_last,9.388882637023926,middle_four,,,109,validation,,,110,0.5
press,30,0.010365981608629227,r,0.020731963217258453,,,persistence_error,,full,full_last,19.18055534362793,middle_four,,,109,validation,,,110,0.5
vel1,30,0.015010705217719078,r,0.030021410435438156,,,persistence_error,,full,full_last,27.774858474731445,middle_four,,,109,validation,,,110,0.5
vel2,30,0.011413346976041794,r,0.022826693952083588,,,persistence_error,,full,full_last,21.118534088134766,middle_four,,,109,validation,,,110,0.5
vel3,30,0.014341109432280064,r,0.028682218864560127,,,persistence_error,,full,full_last,26.53588104248047,middle_four,,,109,validation,,,110,0.5
all,30,0.1798703372478485,all,0.719481348991394,0.4355902671813965,0.4904937744140625,persistence_error,0.16166184842586517,full,full_last,83.20516967773438,outer_two,0.5971928238868713,0.20318603515625,109,validation,0.10169719904661179,0.0487213134765625,110,0.25
Bcc1,30,6.957568075449672e-06,phi,2.7830272301798686e-05,,,persistence_error,,full,full_last,0.025747686624526978,outer_two,,,109,validation,,,110,0.25
Bcc2,30,1.421272258994577e-06,phi,5.685089035978308e-06,,,persistence_error,,full,full_last,0.005259664263576269,outer_two,,,109,validation,,,110,0.25
Bcc3,30,2.438824958517216e-05,phi,9.755299834068865e-05,,,persistence_error,,full,full_last,0.09025294333696365,outer_two,,,109,validation,,,110,0.25
rho,30,8.819492359180003e-05,phi,0.00035277969436720014,,,persistence_error,,full,full_last,0.3263806104660034,outer_two,,,109,validation,,,110,0.25
press,30,0.0002099165867548436,phi,0.0008396663470193744,,,persistence_error,,full,full_last,0.7768326997756958,outer_two,,,109,validation,,,110,0.25
vel1,30,0.00023081192921381444,phi,0.0009232477168552577,,,persistence_error,,full,full_last,0.8541595339775085,outer_two,,,109,validation,,,110,0.25
vel2,30,2.5711093257996254e-05,phi,0.00010284437303198501,,,persistence_error,,full,full_last,0.09514835476875305,outer_two,,,109,validation,,,110,0.25
vel3,30,0.005251117516309023,phi,0.02100447006523609,,,persistence_error,,full,full_last,19.43267059326172,outer_two,,,109,validation,,,110,0.25
Bcc1,30,0.0023876000195741653,theta,0.009550400078296661,,,persistence_error,,full,full_last,8.83572769165039,outer_two,,,109,validation,,,110,0.25
Bcc2,30,0.0005592326051555574,theta,0.0022369304206222296,,,persistence_error,,full,full_last,2.0695371627807617,outer_two,,,109,validation,,,110,0.25
Bcc3,30,0.009608915075659752,theta,0.03843566030263901,,,persistence_error,,full,full_last,35.55945587158203,outer_two,,,109,validation,,,110,0.25
rho,30,0.0021589361131191254,theta,0.008635744452476501,,,persistence_error,,full,full_last,7.9895172119140625,outer_two,,,109,validation,,,110,0.25
press,30,0.005475892219692469,theta,0.021903568878769875,,,persistence_error,,full,full_last,20.264488220214844,outer_two,,,109,validation,,,110,0.25
vel1,30,0.021216480061411858,theta,0.08486592024564743,,,persistence_error,,full,full_last,78.5152587890625,outer_two,,,109,validation,,,110,0.25
vel2,30,0.004741569980978966,theta,0.018966279923915863,,,persistence_error,,full,full_last,17.547000885009766,outer_two,,,109,validation,,,110,0.25
vel3,30,0.025136008858680725,theta,0.1005440354347229,,,persistence_error,,full,full_last,93.02015686035156,outer_two,,,109,validation,,,110,0.25
Bcc1,30,0.0024750761222094297,r,0.009900304488837719,,,persistence_error,,full,full_last,9.159448623657227,outer_two,,,109,validation,,,110,0.25
Bcc2,30,0.008463071659207344,r,0.033852286636829376,,,persistence_error,,full,full_last,31.319063186645508,outer_two,,,109,validation,,,110,0.25
Bcc3,30,0.018475783988833427,r,0.07390313595533371,,,persistence_error,,full,full_last,68.37284088134766,outer_two,,,109,validation,,,110,0.25
rho,30,0.003475247183814645,r,0.01390098873525858,,,persistence_error,,full,full_last,12.86075496673584,outer_two,,,109,validation,,,110,0.25
press,30,0.007944423705339432,r,0.03177769482135773,,,persistence_error,,full,full_last,29.399715423583984,outer_two,,,109,validation,,,110,0.25
vel1,30,0.02647816576063633,r,0.10591266304254532,,,persistence_error,,full,full_last,97.98704528808594,outer_two,,,109,validation,,,110,0.25
vel2,30,0.011612324975430965,r,0.04644929990172386,,,persistence_error,,full,full_last,42.97342300415039,outer_two,,,109,validation,,,110,0.25
vel3,30,0.023823099210858345,r,0.09529239684343338,,,persistence_error,,full,full_last,88.16150665283203,outer_two,,,109,validation,,,110,0.25
all,30,0.379721999168396,all,1.104645848274231,0.051828205585479736,0.37198153138160706,persistence_error,0.40273359417915344,full,full_last,127.74791717529297,equatorial_band,0.561950147151947,0.10724432021379471,109,validation,0.9285834431648254,0.5348011255264282,110,0.34375
Bcc1,30,4.7190059149215813e-07,phi,1.3728017620451283e-06,,,persistence_error,,full,full_last,0.0012700727675110102,equatorial_band,,,109,validation,,,110,0.34375
Bcc2,30,0.03226974979043007,phi,0.09387563914060593,,,persistence_error,,full,full_last,86.85076904296875,equatorial_band,,,109,validation,,,110,0.34375
Bcc3,30,3.027931794186145e-10,phi,8.808528906278923e-10,,,persistence_error,,full,full_last,8.149372092702833e-07,equatorial_band,,,109,validation,,,110,0.34375
rho,30,2.2795662516728044e-05,phi,6.631465657847002e-05,,,persistence_error,,full,full_last,0.06135222315788269,equatorial_band,,,109,validation,,,110,0.34375
press,30,0.0002000103850150481,phi,0.0005818484351038933,,,persistence_error,,full,full_last,0.5383077263832092,equatorial_band,,,109,validation,,,110,0.34375
vel1,30,0.0006513281841762364,phi,0.0018947729840874672,,,persistence_error,,full,full_last,1.7529840469360352,equatorial_band,,,109,validation,,,110,0.34375
vel2,30,0.0046932329423725605,phi,0.013653041794896126,,,persistence_error,,full,full_last,12.631361961364746,equatorial_band,,,109,validation,,,110,0.34375
vel3,30,5.6820349527697545e-06,phi,1.6529556887689978e-05,,,persistence_error,,full,full_last,0.015292622148990631,equatorial_band,,,109,validation,,,110,0.34375
Bcc1,30,0.00023924314882606268,theta,0.00069598009577021,,,persistence_error,,full,full_last,0.6438987255096436,equatorial_band,,,109,validation,,,110,0.34375
Bcc2,30,0.14764785766601562,theta,0.4295210540294647,,,persistence_error,,full,full_last,397.3792724609375,equatorial_band,,,109,validation,,,110,0.34375
Bcc3,30,0.0040446617640554905,theta,0.011766289360821247,,,persistence_error,,full,full_last,10.885798454284668,equatorial_band,,,109,validation,,,110,0.34375
rho,30,0.00045798360952176154,theta,0.0013323159655556083,,,persistence_error,,full,full_last,1.2326165437698364,equatorial_band,,,109,validation,,,110,0.34375
press,30,0.0005351568106561899,theta,0.0015568198869004846,,,persistence_error,,full,full_last,1.440320372581482,equatorial_band,,,109,validation,,,110,0.34375
vel1,30,0.0010349804069846869,theta,0.003010852262377739,,,persistence_error,,full,full_last,2.7855451107025146,equatorial_band,,,109,validation,,,110,0.34375
vel2,30,0.00802276935428381,theta,0.023338966071605682,,,persistence_error,,full,full_last,21.59247398376465,equatorial_band,,,109,validation,,,110,0.34375
vel3,30,0.00022978933702688664,theta,0.000668478081934154,,,persistence_error,,full,full_last,0.6184547543525696,equatorial_band,,,109,validation,,,110,0.34375
Bcc1,30,0.0002789321879390627,r,0.0008114391239359975,,,persistence_error,,full,full_last,0.75071781873703,equatorial_band,,,109,validation,,,110,0.34375
Bcc2,30,0.15755760669708252,r,0.45834940671920776,,,persistence_error,,full,full_last,424.05035400390625,equatorial_band,,,109,validation,,,110,0.34375
Bcc3,30,0.005058693699538708,r,0.014716200530529022,,,persistence_error,,full,full_last,13.614962577819824,equatorial_band,,,109,validation,,,110,0.34375
rho,30,0.0003748794551938772,r,0.0010905584786087275,,,persistence_error,,full,full_last,1.0089502334594727,equatorial_band,,,109,validation,,,110,0.34375
press,30,0.0007490368443541229,r,0.0021790163591504097,,,persistence_error,,full,full_last,2.0159568786621094,equatorial_band,,,109,validation,,,110,0.34375
vel1,30,0.0016016426961869001,r,0.0046593244187533855,,,persistence_error,,full,full_last,4.310659408569336,equatorial_band,,,109,validation,,,110,0.34375
vel2,30,0.013812466524541378,r,0.0401817224919796,,,persistence_error,,full,full_last,37.17485427856445,equatorial_band,,,109,validation,,,110,0.34375
vel3,30,0.00023301245528273284,r,0.0006778544629923999,,,persistence_error,,full,full_last,0.6271294355392456,equatorial_band,,,109,validation,,,110,0.34375
all,30,0.45317909121513367,all,1.318339228630066,0.3010329008102417,0.5640425086021423,persistence_error,0.42862606048583984,full,full_last,152.46070861816406,polar_caps,0.25388282537460327,0.23330965638160706,109,validation,0.6641114950180054,0.7669677734375,110,0.34375
Bcc1,30,7.024576916592196e-06,phi,2.0435132682905532e-05,,,persistence_error,,full,full_last,0.018905937671661377,polar_caps,,,109,validation,,,110,0.34375
Bcc2,30,0.005778823047876358,phi,0.016811121255159378,,,persistence_error,,full,full_last,15.553117752075195,polar_caps,,,109,validation,,,110,0.34375
Bcc3,30,2.4387949451920576e-05,phi,7.094676402630284e-05,,,persistence_error,,full,full_last,0.06563770025968552,polar_caps,,,109,validation,,,110,0.34375
rho,30,0.00010129675501957536,phi,0.00029468146385625005,,,persistence_error,,full,full_last,0.272629976272583,polar_caps,,,109,validation,,,110,0.34375
press,30,0.004707470536231995,phi,0.013694460503757,,,persistence_error,,full,full_last,12.66968059539795,polar_caps,,,109,validation,,,110,0.34375
vel1,30,0.006815212778747082,phi,0.019826073199510574,,,persistence_error,,full,full_last,18.342456817626953,polar_caps,,,109,validation,,,110,0.34375
vel2,30,0.004727475345134735,phi,0.013752656057476997,,,persistence_error,,full,full_last,12.723522186279297,polar_caps,,,109,validation,,,110,0.34375
vel3,30,0.015032213181257248,phi,0.043730076402425766,,,persistence_error,,full,full_last,40.457679748535156,polar_caps,,,109,validation,,,110,0.34375
Bcc1,30,0.004435091745108366,theta,0.012902085669338703,,,persistence_error,,full,full_last,11.936601638793945,polar_caps,,,109,validation,,,110,0.34375
Bcc2,30,0.06942078471183777,theta,0.20195138454437256,,,persistence_error,,full,full_last,186.8390350341797,polar_caps,,,109,validation,,,110,0.34375
Bcc3,30,0.008752782829105854,theta,0.025462642312049866,,,persistence_error,,full,full_last,23.55722999572754,polar_caps,,,109,validation,,,110,0.34375
rho,30,0.002900894731283188,theta,0.008438967168331146,,,persistence_error,,full,full_last,7.807464599609375,polar_caps,,,109,validation,,,110,0.34375
press,30,0.01441551186144352,theta,0.041936036199331284,,,persistence_error,,full,full_last,38.797889709472656,polar_caps,,,109,validation,,,110,0.34375
vel1,30,0.03725814074277878,theta,0.10838732123374939,,,persistence_error,,full,full_last,100.2765121459961,polar_caps,,,109,validation,,,110,0.34375
vel2,30,0.020351529121398926,theta,0.059204451739788055,,,persistence_error,,full,full_last,54.77408218383789,polar_caps,,,109,validation,,,110,0.34375
vel3,30,0.04179929941892624,theta,0.12159796804189682,,,persistence_error,,full,full_last,112.49858093261719,polar_caps,,,109,validation,,,110,0.34375
Bcc1,30,0.004559586755931377,r,0.013264252804219723,,,persistence_error,,full,full_last,12.271666526794434,polar_caps,,,109,validation,,,110,0.34375
Bcc2,30,0.057887766510248184,r,0.16840077936649323,,,persistence_error,,full,full_last,155.799072265625,polar_caps,,,109,validation,,,110,0.34375
Bcc3,30,0.015847109258174896,r,0.0461006835103035,,,persistence_error,,full,full_last,42.6508903503418,polar_caps,,,109,validation,,,110,0.34375
rho,30,0.004954575560986996,r,0.014413311146199703,,,persistence_error,,full,full_last,13.334739685058594,polar_caps,,,109,validation,,,110,0.34375
press,30,0.018918249756097794,r,0.05503490939736366,,,persistence_error,,full,full_last,50.91655349731445,polar_caps,,,109,validation,,,110,0.34375
vel1,30,0.04541133716702461,r,0.13210570812225342,,,persistence_error,,full,full_last,122.22001647949219,polar_caps,,,109,validation,,,110,0.34375
vel2,30,0.026424171403050423,r,0.07687032222747803,,,persistence_error,,full,full_last,71.11798095703125,polar_caps,,,109,validation,,,110,0.34375
vel3,30,0.042648326605558395,r,0.12406786531209946,,,persistence_error,,full,full_last,114.78366088867188,polar_caps,,,109,validation,,,110,0.34375
all,30,0.1670989990234375,all,0.534716784954071,0.1744622141122818,0.538818359375,persistence_error,0.1686403602361679,full,full_last,61.8378791809082,remaining_angular,0.06430698186159134,0.26539307832717896,109,validation,0.7592837810516357,0.6195312738418579,110,0.3125
Bcc1,30,9.030521219699494e-09,phi,2.889766825830975e-08,,,persistence_error,,full,full_last,2.6735206120065413e-05,remaining_angular,,,109,validation,,,110,0.3125
Bcc2,30,0.010602016933262348,phi,0.033926453441381454,,,persistence_error,,full,full_last,31.387680053710938,remaining_angular,,,109,validation,,,110,0.3125
Bcc3,30,5.493076549178966e-10,phi,1.7577844735328085e-09,,,persistence_error,,full,full_last,1.6262465578620322e-06,remaining_angular,,,109,validation,,,110,0.3125
rho,30,3.2354731956729665e-05,phi,0.00010353514517191797,,,persistence_error,,full,full_last,0.09578743577003479,remaining_angular,,,109,validation,,,110,0.3125
press,30,0.0003196256293449551,phi,0.0010228020837530494,,,persistence_error,,full,full_last,0.9462640881538391,remaining_angular,,,109,validation,,,110,0.3125
vel1,30,0.0025667643640190363,phi,0.008213645778596401,,,persistence_error,,full,full_last,7.599005222320557,remaining_angular,,,109,validation,,,110,0.3125
vel2,30,0.003980665467679501,phi,0.012738130055367947,,,persistence_error,,full,full_last,11.78491497039795,remaining_angular,,,109,validation,,,110,0.3125
vel3,30,7.126856507966295e-05,phi,0.0002280594053445384,,,persistence_error,,full,full_last,0.21099333465099335,remaining_angular,,,109,validation,,,110,0.3125
Bcc1,30,0.0018411091296002269,theta,0.005891549400985241,,,persistence_error,,full,full_last,5.450675010681152,remaining_angular,,,109,validation,,,110,0.3125
Bcc2,30,0.040551383048295975,theta,0.12976442277431488,,,persistence_error,,full,full_last,120.05394744873047,remaining_angular,,,109,validation,,,110,0.3125
Bcc3,30,0.0026773044373840094,theta,0.00856737419962883,,,persistence_error,,full,full_last,7.926263332366943,remaining_angular,,,109,validation,,,110,0.3125
rho,30,0.00215810420922935,theta,0.006905933376401663,,,persistence_error,,full,full_last,6.389151096343994,remaining_angular,,,109,validation,,,110,0.3125
press,30,0.002013415563851595,theta,0.006442930083721876,,,persistence_error,,full,full_last,5.960794925689697,remaining_angular,,,109,validation,,,110,0.3125
vel1,30,0.007675289176404476,theta,0.024560926482081413,,,persistence_error,,full,full_last,22.722990036010742,remaining_angular,,,109,validation,,,110,0.3125
vel2,30,0.006079459097236395,theta,0.019454268738627434,,,persistence_error,,full,full_last,17.99847412109375,remaining_angular,,,109,validation,,,110,0.3125
vel3,30,0.0028304182924330235,theta,0.00905733834952116,,,persistence_error,,full,full_last,8.379563331604004,remaining_angular,,,109,validation,,,110,0.3125
Bcc1,30,0.0018758882069960237,r,0.006002842448651791,,,persistence_error,,full,full_last,5.553639888763428,remaining_angular,,,109,validation,,,110,0.3125
Bcc2,30,0.04569549858570099,r,0.14622560143470764,,,persistence_error,,full,full_last,135.28329467773438,remaining_angular,,,109,validation,,,110,0.3125
Bcc3,30,0.008443469181656837,r,0.02701910212635994,,,persistence_error,,full,full_last,24.997217178344727,remaining_angular,,,109,validation,,,110,0.3125
rho,30,0.0032628097105771303,r,0.010440991260111332,,,persistence_error,,full,full_last,9.659674644470215,remaining_angular,,,109,validation,,,110,0.3125
press,30,0.004370606038719416,r,0.01398593932390213,,,persistence_error,,full,full_last,12.939348220825195,remaining_angular,,,109,validation,,,110,0.3125
vel1,30,0.00806367862969637,r,0.02580377273261547,,,persistence_error,,full,full_last,23.872833251953125,remaining_angular,,,109,validation,,,110,0.3125
vel2,30,0.008594690822064877,r,0.027503011748194695,,,persistence_error,,full,full_last,25.444913864135742,remaining_angular,,,109,validation,,,110,0.3125
vel3,30,0.0033931476064026356,r,0.010858072899281979,,,persistence_error,,full,full_last,10.045544624328613,remaining_angular,,,109,validation,,,110,0.3125
all,30,1.0,all,1.0,0.18525458872318268,0.4901390075683594,persistence_error,1.0,full,full_last,115.64604187011719,all,0.33918485045433044,0.20000076293945312,109,validation,0.7804405689239502,0.6410865783691406,110,1.0
Bcc1,30,7.50550725570065e-06,phi,7.50550725570065e-06,,,persistence_error,,full,full_last,0.00694385776296258,all,,,109,validation,,,110,1.0
Bcc2,30,0.0486505925655365,phi,0.0486505925655365,,,persistence_error,,full,full_last,45.009986877441406,all,,,109,validation,,,110,1.0
Bcc3,30,2.4388798919972032e-05,phi,2.4388798919972032e-05,,,persistence_error,,full,full_last,0.022563744336366653,all,,,109,validation,,,110,1.0
rho,30,0.00015644714585505426,phi,0.00015644714585505426,,,persistence_error,,full,full_last,0.14473994076251984,all,,,109,validation,,,110,1.0
press,30,0.005227106623351574,phi,0.005227106623351574,,,persistence_error,,full,full_last,4.835953712463379,all,,,109,validation,,,110,1.0
vel1,30,0.010033306665718555,phi,0.010033306665718555,,,persistence_error,,full,full_last,9.28249740600586,all,,,109,validation,,,110,1.0
vel2,30,0.013401372358202934,phi,0.013401372358202934,,,persistence_error,,full,full_last,12.39852523803711,all,,,109,validation,,,110,1.0
vel3,30,0.015109165571630001,phi,0.015109165571630001,,,persistence_error,,full,full_last,13.978521347045898,all,,,109,validation,,,110,1.0
Bcc1,30,0.006515444256365299,theta,0.006515444256365299,,,persistence_error,,full,full_last,6.0278825759887695,all,,,109,validation,,,110,1.0
Bcc2,30,0.25762003660202026,theta,0.25762003660202026,,,persistence_error,,full,full_last,238.34190368652344,all,,,109,validation,,,110,1.0
Bcc3,30,0.015474749729037285,theta,0.015474749729037285,,,persistence_error,,full,full_last,14.31674861907959,all,,,109,validation,,,110,1.0
rho,30,0.0055169821716845036,theta,0.0055169821716845036,,,persistence_error,,full,full_last,5.104137420654297,all,,,109,validation,,,110,1.0
press,30,0.016964083537459373,theta,0.016964083537459373,,,persistence_error,,full,full_last,15.694633483886719,all,,,109,validation,,,110,1.0
vel1,30,0.04596840590238571,theta,0.04596840590238571,,,persistence_error,,full,full_last,42.52851486206055,all,,,109,validation,,,110,1.0
vel2,30,0.03445375710725784,theta,0.03445375710725784,,,persistence_error,,full,full_last,31.875526428222656,all,,,109,validation,,,110,1.0
vel3,30,0.04485950618982315,theta,0.04485950618982315,,,persistence_error,,full,full_last,41.502593994140625,all,,,109,validation,,,110,1.0
Bcc1,30,0.006714407354593277,r,0.006714407354593277,,,persistence_error,,full,full_last,6.211956977844238,all,,,109,validation,,,110,1.0
Bcc2,30,0.2611408829689026,r,0.2611408829689026,,,persistence_error,,full,full_last,241.59927368164062,all,,,109,validation,,,110,1.0
Bcc3,30,0.029349271208047867,r,0.029349271208047867,,,persistence_error,,full,full_last,27.153017044067383,all,,,109,validation,,,110,1.0
rho,30,0.008592264726758003,r,0.008592264726758003,,,persistence_error,,full,full_last,7.949291229248047,all,,,109,validation,,,110,1.0
press,30,0.02403789386153221,r,0.02403789386153221,,,persistence_error,,full,full_last,22.239097595214844,all,,,109,validation,,,110,1.0
vel1,30,0.05507665500044823,r,0.05507665500044823,,,persistence_error,,full,full_last,50.955177307128906,all,,,109,validation,,,110,1.0
vel2,30,0.04883132874965668,r,0.04883132874965668,,,persistence_error,,full,full_last,45.17720031738281,all,,,109,validation,,,110,1.0
vel3,30,0.04627448692917824,r,0.04627448692917824,,,persistence_error,,full,full_last,42.81169128417969,all,,,109,validation,,,110,1.0
all,30,0.20565548539161682,all,1.6452438831329346,0.12977762520313263,0.235076904296875,model_error,0.3298683166503906,full,full_last,805.1376953125,shell_0,0.5123578310012817,0.2847900390625,109,validation,1.0,1.0,110,0.125
Bcc1,30,1.6126970876939595e-05,phi,0.00012901576701551676,,,model_error,,full,full_last,0.5050945281982422,shell_0,,,109,validation,,,110,0.125
Bcc2,30,0.005186715628951788,phi,0.041493725031614304,,,model_error,,full,full_last,162.4472198486328,shell_0,,,109,validation,,,110,0.125
Bcc3,30,9.710502490634099e-05,phi,0.0007768401992507279,,,model_error,,full,full_last,3.041316032409668,shell_0,,,109,validation,,,110,0.125
rho,30,1.5218284715956543e-05,phi,0.00012174627772765234,,,model_error,,full,full_last,0.47663459181785583,shell_0,,,109,validation,,,110,0.125
press,30,0.0004033715231344104,phi,0.003226972185075283,,,model_error,,full,full_last,12.633541107177734,shell_0,,,109,validation,,,110,0.125
vel1,30,0.0008136257529258728,phi,0.006509006023406982,,,model_error,,full,full_last,25.482646942138672,shell_0,,,109,validation,,,110,0.125
vel2,30,0.0013109366409480572,phi,0.010487493127584457,,,model_error,,full,full_last,41.05835723876953,shell_0,,,109,validation,,,110,0.125
vel3,30,0.0010863336501643062,phi,0.00869066920131445,,,model_error,,full,full_last,34.02382278442383,shell_0,,,109,validation,,,110,0.125
Bcc1,30,0.006390289403498173,theta,0.05112231522798538,,,model_error,,full,full_last,200.1429901123047,shell_0,,,109,validation,,,110,0.125
Bcc2,30,0.051510877907276154,theta,0.41208702325820923,,,model_error,,full,full_last,1613.3135986328125,shell_0,,,109,validation,,,110,0.125
Bcc3,30,0.00382507243193686,theta,0.03060057945549488,,,model_error,,full,full_last,119.80074310302734,shell_0,,,109,validation,,,110,0.125
rho,30,0.0016418808372691274,theta,0.013135046698153019,,,model_error,,full,full_last,51.423484802246094,shell_0,,,109,validation,,,110,0.125
press,30,0.0025667801965028048,theta,0.020534241572022438,,,model_error,,full,full_last,80.39120483398438,shell_0,,,109,validation,,,110,0.125
vel1,30,0.005241695791482925,theta,0.0419335663318634,,,model_error,,full,full_last,164.169189453125,shell_0,,,109,validation,,,110,0.125
vel2,30,0.017583031207323074,theta,0.1406642496585846,,,model_error,,full,full_last,550.6981201171875,shell_0,,,109,validation,,,110,0.125
vel3,30,0.0035374241415411234,theta,0.028299393132328987,,,model_error,,full,full_last,110.79164123535156,shell_0,,,109,validation,,,110,0.125
Bcc1,30,0.0036903941072523594,r,0.029523152858018875,,,model_error,,full,full_last,115.5826416015625,shell_0,,,109,validation,,,110,0.125
Bcc2,30,0.05062767490744591,r,0.40502139925956726,,,model_error,,full,full_last,1585.65185546875,shell_0,,,109,validation,,,110,0.125
Bcc3,30,0.004142116755247116,r,0.03313693404197693,,,model_error,,full,full_last,129.73052978515625,shell_0,,,109,validation,,,110,0.125
rho,30,0.011085271835327148,r,0.08868217468261719,,,model_error,,full,full_last,347.189208984375,shell_0,,,109,validation,,,110,0.125
press,30,0.006614388898015022,r,0.05291511118412018,,,model_error,,full,full_last,207.16175842285156,shell_0,,,109,validation,,,110,0.125
vel1,30,0.0057970816269516945,r,0.046376653015613556,,,model_error,,full,full_last,181.5637969970703,shell_0,,,109,validation,,,110,0.125
vel2,30,0.018597068265080452,r,0.14877654612064362,,,model_error,,full,full_last,582.4576416015625,shell_0,,,109,validation,,,110,0.125
vel3,30,0.003875003894791007,r,0.031000031158328056,,,model_error,,full,full_last,121.36459350585938,shell_0,,,109,validation,,,110,0.125
all,30,0.20386943221092224,all,1.630955457687378,0.7170718312263489,0.705322265625,model_error,0.22127880156040192,full,full_last,798.1453247070312,shell_1,0.0,0.0,109,validation,1.0,1.0,110,0.125
Bcc1,30,9.160038644040469e-06,phi,7.328030915232375e-05,,,model_error,,full,full_last,0.2868911623954773,shell_1,,,109,validation,,,110,0.125
Bcc2,30,0.003215961391106248,phi,0.025727691128849983,,,model_error,,full,full_last,100.72347259521484,shell_1,,,109,validation,,,110,0.125
Bcc3,30,5.414026963990182e-05,phi,0.00043312215711921453,,,model_error,,full,full_last,1.6956658363342285,shell_1,,,109,validation,,,110,0.125
rho,30,8.206930942833424e-06,phi,6.565544754266739e-05,,,model_error,,full,full_last,0.25703996419906616,shell_1,,,109,validation,,,110,0.125
press,30,0.0001540723751531914,phi,0.001232579001225531,,,model_error,,full,full_last,4.825525760650635,shell_1,,,109,validation,,,110,0.125
vel1,30,0.0004842701891902834,phi,0.0038741615135222673,,,model_error,,full,full_last,15.167276382446289,shell_1,,,109,validation,,,110,0.125
vel2,30,0.0008838273352012038,phi,0.007070618681609631,,,model_error,,full,full_last,27.681350708007812,shell_1,,,109,validation,,,110,0.125
