candidate_metric_status,channel,dynamic_span_floor_corrected_ratio,dynamic_span_floor_corrected_ratio_undefined,floor_corrected_std_ratio,ground_truth_available,legacy_raw_reference_detector_flag,legacy_raw_reference_std_ratio,model,radial_floor_corrected_ratio,shell_floor_corrected_std_ratio,shell_floor_corrected_std_ratio_median,step,target_oracle_available
proposal_not_validated_physical_stability_metric,vel1,0.5763114863644963,False,0.5139563328965011,False,False,0.5139563603597834,fno_full,0.0707015062410019,"[0.4216784907616856,0.8180579624343455,1.1827419438981532,0.6952248878419262,0.4605063826162436,0.6563848742784755,0.46046969836740664,0.9049744921163265]",0.6758048810602009,25,False
proposal_not_validated_physical_stability_metric,vel1,0.587397242051765,False,0.5569498754255156,False,False,0.5569498791345254,fno_full,0.07073303028401022,"[0.3776115865605005,1.0441997544463244,1.466720357642722,0.8105960540839043,0.5309652219476023,0.5771876328363633,0.6595696117720791,0.9198865616948375]",0.7350828329279917,50,False
proposal_not_validated_physical_stability_metric,vel1,0.6005244632662117,False,0.5803435988185082,False,False,0.5803436375819587,fno_full,0.08642062320561203,"[0.37072126631945396,0.9932448377247357,1.4886242168199113,0.8752161927879519,0.5289677240313299,0.5809357931056616,0.7800657472972586,0.8988595244137649]",0.8276409700426053,75,False
proposal_not_validated_physical_stability_metric,vel1,0.6045587325881624,False,0.5827119299484246,False,False,0.5827119491015704,fno_full,0.11746506021527535,"[0.3909516992193675,0.9853625700276315,1.415223464482761,0.8212274128060439,0.5350263717277578,0.5962219345680385,0.7359446809430849,0.9485138026955084]",0.7785860468745645,100,False
proposal_not_validated_physical_stability_metric,vel2,1.0,False,1.4283404143403629,False,False,0.6483798070065946,fno_full,358.7642331017319,"[0.7690791121318487,0.7282540281644526,4.042833257415818,5.915577469229714,12.785901059516192,38.6669192236081,92.56740662933443,101.06304650461382]",9.350739264372953,25,False
proposal_not_validated_physical_stability_metric,vel2,1.0,False,1.5098450152274963,False,False,0.6853779406913129,fno_full,165.37335956733946,"[0.7809778483539269,0.8357664083704995,4.467179380669143,5.863793413431397,15.362221421606833,50.88877644919038,86.09008518405612,87.42678542314833]",10.613007417519114,50,False
proposal_not_validated_physical_stability_metric,vel2,1.0,False,1.6960258102295105,False,False,0.7698926630109233,fno_full,129.26439555772276,"[0.9285632981497877,0.8401439753723408,5.10076614612706,6.5220023571770875,18.2131108399843,50.55460648415776,104.72500862693403,95.75731102469267]",12.367556598580693,75,False
proposal_not_validated_physical_stability_metric,vel2,1.0,False,1.758629250690274,False,False,0.7983108722092286,fno_full,166.19862363950992,"[0.9937874862568177,0.834555762982889,5.340055844351498,6.383988902456069,19.99237619266432,47.921201599915605,110.20278610591346,97.76739077867201]",13.188182547560196,100,False
proposal_not_validated_physical_stability_metric,vel3,0.9215679614090034,False,0.9002232898409537,False,False,0.14316300229862117,fno_full,0.08246275916095251,"[3.777220939437226,0.7281473115844536,0.9430366029259468,1.2338598774871974,1.259162470329536,1.7003077442321308,3.1846188877557218,5.80616669890819]",1.4797351072808334,25,False
proposal_not_validated_physical_stability_metric,vel3,0.9195547173375423,False,0.9443907892497804,False,False,0.1501869779229518,fno_full,0.06078158376396378,"[3.5868661978369496,0.7616973115098865,1.0198336535825092,1.1936208267854342,1.2905115553986308,2.03900241996082,3.390091922802227,6.981005348490472]",1.6647569876797252,50,False
proposal_not_validated_physical_stability_metric,vel3,0.9216764969392407,False,0.9548175250930295,False,False,0.1518451476361586,fno_full,0.1217445800663284,"[3.611974223113215,0.7572133878312454,1.0369051591177634,1.2322567244594378,1.3193588024638296,1.966515042259426,3.4746678168210137,6.421974662146259]",1.6429369223616277,75,False
proposal_not_validated_physical_stability_metric,vel3,0.9224617083547156,False,0.9640778683751823,False,False,0.15331782976883096,fno_full,0.10591121091971414,"[3.662699662354952,0.7293246979732833,1.0240755466770832,1.2971772819595746,1.3092211685091493,1.9043050627214357,3.4737135830069312,7.11320048230888]",1.6067631156152924,100,False
