clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate,learning_rate_start,microbatches_completed,microbatches_this_epoch,model,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_max,train_loss_mean,train_loss_median,train_loss_min
1.0,1448.9759623219993,125,11.54414102300052,515.2626953125,706.0,0.9999999063355582,489.3686218261719,58.67581209682283,0.0009951389003364144,0.0009953265680920447,21000,168,cnn,0,5250,42,564.756591796875,12.89290318584868,2.861549139022827,0.0976250171661377
1.0,1460.5549397589998,126,11.578977437000503,515.2626953125,706.0,0.999999924784615,1419.437744140625,90.19886578832354,0.0009949428439569193,0.0009951342771481978,21168,168,cnn,0,5292,42,524.8294677734375,12.457153371269149,2.6868162155151367,0.11165029555559158
1.0,1472.140740204,127,11.585800445000132,515.2626953125,706.0,0.999999924784615,333.87127685546875,51.342448495683215,0.0009947429318128038,0.000994938128946896,21336,168,cnn,0,5334,42,493.8194885253906,11.610650720119121,2.8231656551361084,0.10207030177116394
1.0,1483.719940675,128,11.57920047100015,515.2626953125,706.0,0.9999999304612478,755.5634765625,60.242271809350875,0.000994539165463023,0.0009947381250177427,21504,168,cnn,0,5376,42,527.484130859375,11.378440856179665,2.8795870542526245,0.11810939759016037
1.0,1495.2508770540003,129,11.530936379000195,515.2626953125,706.0,0.9999999091738746,352.071533203125,50.8371608995256,0.000994331546496588,0.0009945342669204086,21672,168,cnn,0,5418,42,474.056884765625,11.562269343151932,3.0847113132476807,0.116753488779068
1.0,1506.9076592260003,130,11.656782172000021,515.2626953125,706.0,0.9999999361378806,844.9041137695312,76.57725821222577,0.0009941200765325531,0.0009943265562446198,21840,168,cnn,0,5460,42,553.9855346679688,12.342248384840786,2.964579224586487,0.07105579972267151
1.0,1518.4950842840003,131,11.587425058000008,515.2626953125,706.0,0.9999999176888239,243.35630798339844,54.55516984349205,0.0009939047572200036,0.0009941149946101461,22008,168,cnn,0,5502,42,431.72216796875,11.487131150395033,2.9651840925216675,0.10174234211444855
1.0,1530.0869798730005,132,11.59189558900016,515.2626953125,706.0,0.9999999262037731,739.349365234375,69.04377579121362,0.0009936855902380427,0.0009938995836667878,22176,168,cnn,0,5544,42,519.35693359375,11.67567988272224,2.98358154296875,0.09419921040534973
1.0,1541.7220107580001,133,11.63503088499965,515.2626953125,706.0,0.9999999176888239,784.9389038085938,78.68212181045895,0.0009934625772957785,0.0009936803250943623,22344,168,cnn,0,5586,42,450.15972900390625,11.050862060593706,2.866116523742676,0.10992148518562317
1.0,1553.3291301330005,134,11.607119375000366,515.2626953125,706.0,0.9999999219462985,437.6948547363281,64.32562279701233,0.0009932357201323109,0.0009934572206026925,22512,168,cnn,0,5628,42,457.1663818359375,11.218106818695864,2.8370059728622437,0.12043972313404083
