absolute_difference,channel,increment_mean,r_edge_left,r_edge_right,radial_cells,reference_increment_mean,reference_semantics,resolution,shell,shell_vector_cosine,shell_vector_relative_l2,source_snapshot,target_snapshot,reproduction_scope
6.02062609741252e-10,Bcc3,-7.601990777533518e-10,102.27008686386948,194.6529775527125,12,-1.5813646801209967e-10,HIGHER_RES_SAMPLING_REFERENCE,96,7,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,1.1225854340129873,2.1402642060118655,16,0.0,HIGHER_RES_SAMPLING_REFERENCE,128,0,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,2.1402642060118655,4.080518713983782,16,0.0,HIGHER_RES_SAMPLING_REFERENCE,128,1,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,4.080518713983782,7.779709125817875,16,0.0,HIGHER_RES_SAMPLING_REFERENCE,128,2,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,7.779709125817875,14.832397134933096,16,0.0,HIGHER_RES_SAMPLING_REFERENCE,128,3,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,2.419244689503192e-27,14.832397134933096,28.278692841905322,16,2.419244689503192e-27,HIGHER_RES_SAMPLING_REFERENCE,128,4,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,-4.6632307032676935e-23,28.278692841905322,53.91471530676722,16,-4.6632307032676935e-23,HIGHER_RES_SAMPLING_REFERENCE,128,5,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,-1.4475660719677984e-24,53.91471530676722,102.79104988552615,16,-1.4475660719677984e-24,HIGHER_RES_SAMPLING_REFERENCE,128,6,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,-1.3010419179346927e-18,102.79104988552615,195.97617972105846,16,-1.3010419179346927e-18,HIGHER_RES_SAMPLING_REFERENCE,128,7,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
2.289632448082557e-06,rho,1.4403024579223711e-05,1.1456345721309733,2.1731385678184307,8,1.6692657027306268e-05,HIGHER_RES_SAMPLING_REFERENCE,64,0,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
