channel,high_frequency_fraction_absolute_difference,index_grid_high_frequency_energy_fraction,index_grid_low_frequency_energy_fraction,radial_increment_relative_l2,reference_high_frequency_energy_fraction,reference_low_frequency_energy_fraction,reference_resolution,reference_semantics,residual_cosine,residual_relative_difference,resolution,shell_increment_relative_l2,source_snapshot,target_snapshot,temporal_increment_loss_inner,temporal_increment_loss_middle,temporal_increment_loss_outer,reproduction_scope
rho,0.00360509655604474,0.4714766694754609,0.5285233305245391,0.4641274961296923,0.47508176603150565,0.5249182339684944,128,HIGHER_RES_SAMPLING_REFERENCE,0.7644973373343386,0.6872127619026119,96,1.910777092215806,0,1,0.12811650543884678,0.5120451156792446,0.6876218053976707,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.32219767477921973,0.6778023252207803,0.0,0.32219767477921973,0.6778023252207803,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,0,1,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.154210488421136,0.28517060107115727,0.7148293989288428,0.45568220312271707,0.13096011265002128,0.8690398873499787,128,HIGHER_RES_SAMPLING_REFERENCE,0.7962050907667132,0.6696641771306489,64,0.08806936335811666,0,1,0.4224294093179408,0.21689580882387083,0.678833865173024,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.043193687041418447,0.06492340509664457,0.9350765949033555,0.18555226596360355,0.10811709213806302,0.891882907861937,128,HIGHER_RES_SAMPLING_REFERENCE,0.90021479761632,0.47496956220122744,96,0.061783102097545284,0,1,0.08290422349932644,0.15496454578723373,0.4831310710438502,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.05190029334498253,0.9480997066550174,0.0,0.05190029334498253,0.9480997066550174,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,0,1,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.005035147055884932,0.04604523099959946,0.9539547690004005,0.055135572191330556,0.041010083943714526,0.9589899160562855,128,HIGHER_RES_SAMPLING_REFERENCE,0.9831035905756949,0.18400202256956283,64,0.015391707715212508,0,1,0.01361365277732617,0.2484985497716243,0.2037605613890995,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0004582020600140055,0.015552933887487352,0.9844470661125126,0.04456364849567097,0.016011135947501358,0.9839888640524986,128,HIGHER_RES_SAMPLING_REFERENCE,0.9904970564828183,0.13866030002563895,96,0.004614379011565425,0,1,0.009018023247076842,0.16447058081235566,0.25365908585086044,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.0063365524020886285,0.9936634475979114,0.0,0.0063365524020886285,0.9936634475979114,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,0,1,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.00031150962734185356,0.060686801779044695,0.9393131982209553,2.0557785366936603,0.06037529215170284,0.9396247078482971,128,HIGHER_RES_SAMPLING_REFERENCE,0.9979058481932546,0.08311672902657738,64,2.0520307741806056,0,1,0.07429348900654378,0.42019898022267277,0.2586772620287612,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.00031188418341510094,0.04016705644166495,0.959832943558335,1.9141387672938281,0.04047894062508005,0.9595210593749199,128,HIGHER_RES_SAMPLING_REFERENCE,0.9978159110240727,0.0664119015615279,96,1.9193085910128047,0,1,0.05639136658020212,0.2687589979762439,0.27676055714657427,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.029392918139201824,0.9706070818607981,0.0,0.029392918139201824,0.9706070818607981,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,0,1,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.001215800084361722,0.04680482458581226,0.9531951754141877,0.056667122430491594,0.048020624670173984,0.951979375329826,128,HIGHER_RES_SAMPLING_REFERENCE,0.9996663350413999,0.06187328994481691,64,0.055479446767784275,0,1,0.06133268613213284,0.15395005981734805,0.7209346772131023,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0007248208636594922,0.032732933671127964,0.967267066328872,0.03426942024904683,0.03200811280746847,0.9679918871925315,128,HIGHER_RES_SAMPLING_REFERENCE,0.9993883374156843,0.037397330531782264,96,0.0139738638337265,0,1,0.03687915852826417,0.13189990443222985,0.5545949223747828,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.023457486804590397,0.9765425131954096,0.0,0.023457486804590397,0.9765425131954096,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,0,1,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0025065604516916334,0.07073255571557988,0.9292674442844201,1.8972560397501954,0.07323911616727151,0.9267608838327285,128,HIGHER_RES_SAMPLING_REFERENCE,0.993159084803312,0.1256704590461323,64,1.8431727618784641,25,26,0.08997455632865538,0.28251155778079684,0.255783274338773,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.000997929071384858,0.04643257093682205,0.9535674290631779,1.9412835510538402,0.04543464186543719,0.9545653581345628,128,HIGHER_RES_SAMPLING_REFERENCE,0.9974177192386479,0.07324798852534413,96,1.9494026983257582,25,26,0.04827008920958561,0.16802785546728888,0.2504868981023257,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.031849457330043324,0.9681505426699567,0.0,0.031849457330043324,0.9681505426699567,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999998,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.03269504763648898,0.1415493051199725,0.8584506948800275,0.259002053727345,0.17424435275646147,0.8257556472435386,128,HIGHER_RES_SAMPLING_REFERENCE,0.967429925004931,0.3180514344608525,64,0.28838034967175863,25,26,0.3217557551654032,0.25177169536337507,0.5429993154784565,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.014396398102762983,0.13856107846228144,0.8614389215377185,0.09149743215691354,0.12416468035951846,0.8758353196404816,128,HIGHER_RES_SAMPLING_REFERENCE,0.9905647978537356,0.1393161180478882,96,0.05722750486857602,25,26,0.13833430543691522,0.15249453441678268,0.3361551836886229,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.09394797220463595,0.9060520277953641,0.0,0.09394797220463595,0.9060520277953641,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.006695444104208317,0.11307399520559056,0.8869260047944094,1.8400811543787323,0.11976943930979887,0.8802305606902011,128,HIGHER_RES_SAMPLING_REFERENCE,0.9936285664362141,0.17451335118078232,64,1.849774707951699,25,26,0.17432602058036223,0.35754432097321354,0.30014943568793084,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.009556290379252944,0.09101741082140885,0.9089825891785912,1.7696532071521305,0.08146112044215591,0.9185388795578441,128,HIGHER_RES_SAMPLING_REFERENCE,0.9943355160546697,0.11149569198314675,96,1.8406606109156685,25,26,0.11135799308443058,0.2330481343648828,0.22557255138438811,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.06076173373624616,0.9392382662637538,0.0,0.06076173373624616,0.9392382662637538,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.10365108435738823,0.3496855986544657,0.6503144013455343,0.5779062248884955,0.4533366830118539,0.5466633169881461,128,HIGHER_RES_SAMPLING_REFERENCE,0.8357292960049925,0.5825433039164388,64,0.4801334447063262,25,26,0.487779168000513,0.3231139237366775,0.5825859156598618,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.045440990037096785,0.18003110052868956,0.8199688994713105,0.5334129921843052,0.13459011049159278,0.8654098895084072,128,HIGHER_RES_SAMPLING_REFERENCE,0.7922858647829706,0.6659303247974363,96,0.21712825253457677,25,26,0.23343138651676681,0.2115065946809943,0.6659957928955721,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.0500646384142042,0.9499353615857958,0.0,0.0500646384142042,0.9499353615857958,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0026153739821126454,0.27873733610553764,0.7212626638944624,0.14104538976419337,0.276121962123425,0.723878037876575,128,HIGHER_RES_SAMPLING_REFERENCE,0.7860924832476881,0.6345948685417158,64,0.11741156297492371,25,26,0.64050859337722,0.30710226671804325,0.5671202539660504,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0004419325548045694,0.11948759883928965,0.8805124011607104,0.09555724633472261,0.11992953139409422,0.8800704686059058,128,HIGHER_RES_SAMPLING_REFERENCE,0.9492285034036622,0.3173905375607389,96,0.023414318617129892,25,26,0.3121950000409259,0.19738323748809186,0.7378669096182103,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.06140673804663486,0.9385932619533651,0.0,0.06140673804663486,0.9385932619533651,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.03588019419012234,0.4183952263726063,0.5816047736273937,0.3282460578884548,0.38251503218248395,0.617484967817516,128,HIGHER_RES_SAMPLING_REFERENCE,0.8494317996651223,0.5867636160169918,64,0.10923846247550933,25,26,0.1152822078034273,0.30771750258381503,0.6973927952955385,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.03118198517562276,0.2529066822093879,0.747093317790612,0.13184971284111763,0.28408866738501065,0.7159113326149893,128,HIGHER_RES_SAMPLING_REFERENCE,0.9271945731172947,0.37526876385431274,96,0.038622441368001366,25,26,0.10655856172827731,0.22542526319089715,0.41364434658643523,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.20296194525242722,0.7970380547475728,0.0,0.20296194525242722,0.7970380547475728,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0002707594020468877,0.029827063087282325,0.9701729369127177,2.2180034988798365,0.030097822489329212,0.9699021775106708,128,HIGHER_RES_SAMPLING_REFERENCE,0.9830015908765486,0.1841428135104279,64,2.2934880356518033,25,26,0.1693710600336015,0.18392588118597225,0.3328232071184757,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0010994779103172727,0.008984627670042633,0.9910153723299574,2.078963572094097,0.010084105580359905,0.9899158944196401,128,HIGHER_RES_SAMPLING_REFERENCE,0.9933202415838596,0.11550204619854558,96,1.9098012207492343,25,26,0.11926451932397553,0.11365015375936317,0.27047654540753946,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.0017900306690153214,0.9982099693309847,0.0,0.0017900306690153214,0.9982099693309847,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0007736268743816291,0.04809568393114798,0.9519043160688521,0.04762747025739149,0.04732205705676635,0.9526779429432336,128,HIGHER_RES_SAMPLING_REFERENCE,0.9812334005278509,0.19325223115085313,64,0.012594051840183106,25,26,0.12022185527865357,0.3095323253468975,0.25032097631866757,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0008431958750711246,0.02026925316542264,0.9797307468345774,0.03880366546647197,0.021112449040493763,0.9788875509595062,128,HIGHER_RES_SAMPLING_REFERENCE,0.9786460376140751,0.20625231591806314,96,0.012079350720905501,25,26,0.2119017472938921,0.1913111261777883,0.19111930071178657,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.011882892296346096,0.9881171077036539,0.0,0.011882892296346096,0.9881171077036539,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,25,26,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.003060056026278679,0.0833011485818413,0.9166988514181587,1.825637130776608,0.08024109255556262,0.9197589074444373,128,HIGHER_RES_SAMPLING_REFERENCE,0.9791473389963486,0.2042070112602273,64,1.8851683939300174,50,51,0.2044573771642445,0.11175752602114529,0.21292302149506595,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.002349956907517485,0.05185796223253426,0.9481420377674658,2.0273309796803964,0.04950800532501678,0.9504919946749832,128,HIGHER_RES_SAMPLING_REFERENCE,0.9912675610597242,0.13187016822395467,96,1.9778885618610131,50,51,0.13186848369067955,0.08081314934972236,0.2390356807805748,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.03542832856627106,0.9645716714337289,0.0,0.03542832856627106,0.9645716714337289,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.00904705603342991,0.0644626116296387,0.9355373883703613,0.24916355606225316,0.07350966766306861,0.9264903323369313,128,HIGHER_RES_SAMPLING_REFERENCE,0.9303007775862082,0.36821693996337884,64,0.28926394429938435,50,51,0.3683268704684258,0.14018851705530896,0.3027274495044022,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.005150253808597172,0.03619554749577544,0.9638044525042245,0.14815085256522278,0.03104529368717827,0.9689547063128218,128,HIGHER_RES_SAMPLING_REFERENCE,0.968867024645934,0.2476765389290004,96,0.09052321914004764,50,51,0.2477567257448651,0.057893414916056325,0.30227097323914365,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.017793051359853134,0.9822069486401469,0.0,0.017793051359853134,0.9822069486401469,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.00503275191317705,0.08854346381726455,0.9114565361827355,1.6208891158988286,0.0935762157304416,0.9064237842695584,128,HIGHER_RES_SAMPLING_REFERENCE,0.9847992528477361,0.2018013563837426,64,1.682687430943614,50,51,0.20179759928038696,0.2548991758651658,0.3312738497731811,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.005523724980020267,0.06871234407466319,0.9312876559253368,1.9692022409385745,0.06318861909464292,0.9368113809053571,128,HIGHER_RES_SAMPLING_REFERENCE,0.9823420222224638,0.18753512914929582,96,1.9514852324448568,50,51,0.18753112169535716,0.24412997254746688,0.2646146146503535,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.04601752930476665,0.9539824706952333,0.0,0.04601752930476665,0.9539824706952333,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0231721982825579,0.13797976845487633,0.8620202315451236,0.5136932752621209,0.16115196673743423,0.8388480332625657,128,HIGHER_RES_SAMPLING_REFERENCE,0.8329781273602566,0.560201961217076,64,0.032465398719158406,50,51,0.24592008086483072,0.8208242031894172,0.560526844753981,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.001155147036058797,0.04076221527328968,0.9592377847267103,0.4627763816555752,0.04191736230934848,0.9580826376906515,128,HIGHER_RES_SAMPLING_REFERENCE,0.9047847879628984,0.4262903578772673,96,0.11926641833492342,50,51,0.17957424724508123,0.38939151436885056,0.4268520670529946,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.01633950064757064,0.9836604993524294,0.0,0.01633950064757064,0.9836604993524294,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.011595285285648613,0.05529733161120602,0.944702668388794,0.19025822157686856,0.06689261689685463,0.9331073831031453,128,HIGHER_RES_SAMPLING_REFERENCE,0.9264123348951684,0.3793211179408357,64,0.07123411881130379,50,51,0.37795069265515163,0.17512479402343534,0.6168108374711537,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.008113798468515277,0.035329958943031446,0.9646700410569685,0.09271360087684787,0.02721616047451617,0.9727838395254839,128,HIGHER_RES_SAMPLING_REFERENCE,0.9739277781738653,0.2303958692933232,96,0.024893073848684354,50,51,0.22886784225702808,0.10517471832693386,0.45225216278723607,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.016851012829061752,0.9831489871709382,0.0,0.016851012829061752,0.9831489871709382,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.00040840501838779186,0.1622548202736192,0.8377451797263809,0.19760323152408174,0.162663225292007,0.837336774707993,128,HIGHER_RES_SAMPLING_REFERENCE,0.9207385672632844,0.3966357718159069,64,0.03297965489940155,50,51,0.30216784489400883,0.2678044464512274,0.46500385192173677,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.008902509514888343,0.09798950852511357,0.9020104914748864,0.18621285725364492,0.08908699901022522,0.9109130009897748,128,HIGHER_RES_SAMPLING_REFERENCE,0.9600090551180612,0.2839118318828021,96,0.03856065163893162,50,51,0.1859921672387753,0.2068042166943659,0.3468970446407315,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.05195522307852196,0.948044776921478,0.0,0.05195522307852196,0.948044776921478,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0019924270348001885,0.03336707502388603,0.966632924976114,1.820664197232449,0.03535950205868622,0.9646404979413138,128,HIGHER_RES_SAMPLING_REFERENCE,0.9573416977148297,0.2903559817655131,64,2.081814205834176,50,51,0.2908070231631127,0.2703772237701434,0.48943788550515077,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.00018466118550396551,0.01578240092659085,0.9842175990734091,2.1022659407230706,0.015967062112094817,0.9840329378879051,128,HIGHER_RES_SAMPLING_REFERENCE,0.9805175820782753,0.19647220399662874,96,2.0938758860002604,50,51,0.19707289289374383,0.1632139345917258,0.4478063188119712,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.00759148893743808,0.9924085110625619,0.0,0.00759148893743808,0.9924085110625619,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.004087078948778702,0.04218350425925692,0.9578164957407431,0.12851919623414654,0.038096425310478216,0.9619035746895218,128,HIGHER_RES_SAMPLING_REFERENCE,0.9723766983530483,0.23342215451122972,64,0.06770898371648693,50,51,0.2320821439875148,0.2654302579650907,0.4312928681261799,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0004048557715539032,0.023234770799800707,0.9767652292001993,0.08331608739978887,0.02363962657135461,0.9763603734286453,128,HIGHER_RES_SAMPLING_REFERENCE,0.9774460906250865,0.21181818435931718,96,0.03364281540444308,50,51,0.2109288405802067,0.23930681637012344,0.34162208193268817,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.015160574286447126,0.9848394257135529,0.0,0.015160574286447126,0.9848394257135529,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,50,51,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0030414753547752388,0.052140952720101455,0.9478590472798986,1.8990710300713614,0.055182428074876694,0.9448175719251233,128,HIGHER_RES_SAMPLING_REFERENCE,0.9954466835931437,0.10362532688744835,64,1.9021816521290955,75,76,0.09062223165471953,0.16440777669210052,0.23515909555488065,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0004990742148635596,0.03536863563497025,0.9646313643650297,1.9346157412819416,0.03486956142010669,0.9651304385798933,128,HIGHER_RES_SAMPLING_REFERENCE,0.9982393817895351,0.06075768126597313,96,1.9351519963208996,75,76,0.049107142112730616,0.10859186207501784,0.2410767743662429,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.02514746995585554,0.9748525300441444,0.0,0.02514746995585554,0.9748525300441444,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.05910845700224345,0.04765878547750265,0.9523412145224973,0.2623804447211438,0.1067672424797461,0.8932327575202539,128,HIGHER_RES_SAMPLING_REFERENCE,0.9574389779294366,0.3118622264560081,64,0.20056524839118356,75,76,0.3250741301097833,0.07731171996961454,0.26878653566591126,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.006178162501301668,0.07740827682555573,0.9225917231744443,0.06298770800944797,0.07123011432425407,0.9287698856757459,128,HIGHER_RES_SAMPLING_REFERENCE,0.9950196607697328,0.10030396903207695,96,0.029150106904711006,75,76,0.10242158950842395,0.07404921256621472,0.2534500323899554,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.053519465049557194,0.9464805349504428,0.0,0.053519465049557194,0.9464805349504428,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.015201025332150897,0.11807420181774078,0.8819257981822592,1.8199192637714803,0.10287317648558988,0.8971268235144101,128,HIGHER_RES_SAMPLING_REFERENCE,0.9826515191262075,0.20684077543572185,64,1.8327602138053682,75,76,0.20691377010771497,0.12510943343314734,0.1303000346286994,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0038285459541857886,0.07865677846611313,0.9213432215338868,1.6653726303941556,0.07482823251192734,0.9251717674880726,128,HIGHER_RES_SAMPLING_REFERENCE,0.9897618528990262,0.1474837791648841,96,1.604604050023699,75,76,0.14752332557659015,0.10321214861695494,0.1302497038850325,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.05608559757138402,0.943914402428616,0.0,0.05608559757138402,0.943914402428616,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.01462036590986876,0.3325462785249569,0.6674537214750431,0.2888711109532091,0.34716664443482564,0.6528333555651744,128,HIGHER_RES_SAMPLING_REFERENCE,0.8678252571300928,0.5173873109342781,64,0.06632502859823144,75,76,0.37209100775111176,0.5211365661201794,0.34936403628992996,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
