accumulation_count,clipping_triggered,gradient_norm_after_clip,gradient_norm_before_clip,learning_rate,max_microbatch_loss,mean_microbatch_loss,microbatches_seen,min_microbatch_loss,optimizer_update
4,True,0.9999998211860657,17.6195068359375,0.000999992870656221,25.313508987426758,7.9530951753258705,344,0.2235974371433258,86
4,True,0.9999999403953552,22.959796905517578,0.0009999839590241959,33.76429748535156,17.082085490226746,348,5.637147903442383,87
4,True,1.0,56.75078201293945,0.0009999714828283978,516.12158203125,146.29529476165771,352,1.8499212265014648,88
4,True,0.9999999403953552,44.88703918457031,0.0009999554421578631,224.83717346191406,63.21765299141407,356,0.9243648648262024,89
4,True,1.0,28.371841430664062,0.0009999358371270656,111.4092788696289,36.89482633769512,360,0.1487709879875183,90
4,True,0.9999998807907104,9.0555419921875,0.0009999126678759168,28.2856502532959,7.871383361518383,364,0.16934844851493835,91
4,True,0.9999998211860657,13.266060829162598,0.0009998859345697639,29.86827850341797,10.231478348374367,368,0.19995719194412231,92
4,True,0.9999998807907104,11.698026657104492,0.0009998556373993887,25.795928955078125,11.30560053139925,372,0.13030925393104553,93
4,True,0.9999997615814209,2.9396071434020996,0.0009998217765810069,15.797974586486816,9.450877368450165,376,3.2528374195098877,94
4,True,0.9999998807907104,3.9051318168640137,0.000999784352356266,35.01055908203125,11.853787675499916,380,0.3631289601325989,95
4,True,1.0,61.0918083190918,0.0009997433649922437,2573.5615234375,658.7755538225174,384,4.474482536315918,96
4,True,0.9999999403953552,87.44618225097656,0.000999698814781446,625.2505493164062,159.40268038213253,388,0.3388771414756775,97
4,True,0.9999998807907104,15.69424819946289,0.000999650702041805,89.669677734375,36.764521703124046,392,0.28138870000839233,98
4,True,0.9999999403953552,10.632464408874512,0.0009995990271166775,16.169204711914062,7.338391363620758,396,0.4147474765777588,99
4,True,0.9999998211860657,5.985805988311768,0.0009995437903748405,15.645930290222168,4.2530634962022305,400,0.12952522933483124,100
4,True,0.9999998211860657,6.426776885986328,0.0009994849922104912,27.962932586669922,14.425443172454834,404,1.8681812286376953,101
4,True,0.9999998807907104,8.526777267456055,0.000999422633043242,110.97307586669922,29.431424975395203,408,1.0731496810913086,102
4,True,0.9999998211860657,5.938588619232178,0.0009993567133181188,24.239784240722656,8.040495447814465,412,0.17918655276298523,103
4,True,1.0,133.33506774902344,0.0009992872335055573,1021.9718017578125,256.66198544204235,416,0.10285434126853943,104
4,True,1.0000001192092896,109.48213195800781,0.0009992141941013995,828.3571166992188,212.3285630941391,420,3.2766051292419434,105
4,True,0.9999998211860657,6.734523296356201,0.0009991375956268905,51.792762756347656,31.774977326393127,424,6.328270435333252,106
4,True,0.9999999403953552,41.45409393310547,0.000999057438628675,208.05282592773438,53.272568725049496,428,0.1908549964427948,107
4,True,0.9999999403953552,12.216611862182617,0.0009989737236787931,21.287086486816406,5.7408590242266655,432,0.1474839746952057,108
4,True,0.9999999403953552,111.96007537841797,0.0009988864513746755,1169.62841796875,294.1990640461445,436,0.167800635099411,109
4,True,1.0,49.14937973022461,0.0009987956223391405,26.071372985839844,18.76513969898224,440,1.3696389198303223,110
4,True,0.9999998807907104,25.564905166625977,0.000998701237220389,17.090179443359375,10.041739463806152,444,3.2638654708862305,111
4,True,0.9999999403953552,72.82447814941406,0.0009986032966919993,2544.962646484375,671.7858769893646,448,5.85654354095459,112
4,True,0.9999998807907104,11.31156063079834,0.0009985018014529242,35.0216178894043,15.149806320667267,452,0.3549339771270752,113
4,True,0.9999998807907104,5.4101080894470215,0.000998396752227483,6.335061550140381,1.7676710411906242,456,0.17590540647506714,114
4,True,0.9999998807907104,9.115188598632812,0.000998288149765359,17.647005081176758,12.708535432815552,460,5.645439147949219,115
4,True,0.9999998211860657,6.543223857879639,0.0009981759948415928,31.595550537109375,8.154484789818525,464,0.13324813544750214,116
4,True,0.9999998807907104,6.6275858879089355,0.0009980602882565775,21.53479766845703,7.089733719825745,468,1.4967188835144043,117
4,True,1.0,72.8923110961914,0.000997941030836052,453.21685791015625,129.96799564361572,472,5.0361175537109375,118
4,True,1.0,87.74554443359375,0.0009978182234310962,557.0614013671875,142.26496297121048,476,0.6859214305877686,119
