axis,channel,display_name,energy_fraction,kind,mode,region,response_squared_sum,retained_high_half,retained_low_half,variant
theta,Bcc2,W1,0.006382643698921504,mode_energy,25,,,False,False,mixed_basis
theta,Bcc2,W1,0.0054151522258030944,mode_energy,26,,,False,False,mixed_basis
theta,Bcc2,W1,0.004866106489901251,mode_energy,27,,,False,False,mixed_basis
theta,Bcc2,W1,0.004413523214342907,mode_energy,28,,,False,False,mixed_basis
theta,Bcc2,W1,0.003889953967121206,mode_energy,29,,,False,False,mixed_basis
theta,Bcc2,W1,0.0036530413238627293,mode_energy,30,,,False,False,mixed_basis
theta,Bcc2,W1,0.0030964581332364495,mode_energy,31,,,False,False,mixed_basis
theta,Bcc2,W1,0.00292954925303315,mode_energy,32,,,False,False,mixed_basis
theta,Bcc2,W1,0.0024455969419356002,mode_energy,33,,,False,False,mixed_basis
theta,Bcc2,W1,0.0023561088996246066,mode_energy,34,,,False,False,mixed_basis
theta,Bcc2,W1,0.00198221339794627,mode_energy,35,,,False,False,mixed_basis
theta,Bcc2,W1,0.0019346689895408916,mode_energy,36,,,False,False,mixed_basis
theta,Bcc2,W1,0.0016139936296640555,mode_energy,37,,,False,False,mixed_basis
theta,Bcc2,W1,0.0015604166061447447,mode_energy,38,,,False,False,mixed_basis
theta,Bcc2,W1,0.0013346806534356595,mode_energy,39,,,False,False,mixed_basis
theta,Bcc2,W1,0.0013146223986406295,mode_energy,40,,,False,False,mixed_basis
theta,Bcc2,W1,0.0011172975488284486,mode_energy,41,,,False,False,mixed_basis
theta,Bcc2,W1,0.001059777848177445,mode_energy,42,,,False,False,mixed_basis
theta,Bcc2,W1,0.0009209565727395389,mode_energy,43,,,False,False,mixed_basis
theta,Bcc2,W1,0.0008874509648006832,mode_energy,44,,,False,False,mixed_basis
theta,Bcc2,W1,0.0007835820345681985,mode_energy,45,,,False,False,mixed_basis
theta,Bcc2,W1,0.0007470282394923999,mode_energy,46,,,False,False,mixed_basis
theta,Bcc2,W1,0.0006597466299446528,mode_energy,47,,,False,False,mixed_basis
theta,Bcc2,W1,0.0006484184494535418,mode_energy,48,,,False,False,mixed_basis
theta,Bcc2,W1,0.0005731156637535769,mode_energy,49,,,False,False,mixed_basis
theta,Bcc2,W1,0.0005712752640268719,mode_energy,50,,,False,False,mixed_basis
theta,Bcc2,W1,0.0005069484821089844,mode_energy,51,,,False,False,mixed_basis
theta,Bcc2,W1,0.000498406290805931,mode_energy,52,,,False,False,mixed_basis
theta,Bcc2,W1,0.00047766719668521464,mode_energy,53,,,False,False,mixed_basis
theta,Bcc2,W1,0.0004363456370737713,mode_energy,54,,,False,False,mixed_basis
theta,Bcc2,W1,0.00045237933862849887,mode_energy,55,,,False,False,mixed_basis
theta,Bcc2,W1,0.0003996958153314924,mode_energy,56,,,False,False,mixed_basis
theta,Bcc2,W1,0.0004230522072954876,mode_energy,57,,,False,False,mixed_basis
theta,Bcc2,W1,0.00037229179750204196,mode_energy,58,,,False,False,mixed_basis
theta,Bcc2,W1,0.0004212318193707118,mode_energy,59,,,False,False,mixed_basis
theta,Bcc2,W1,0.000290143523373082,mode_energy,60,,,False,False,mixed_basis
theta,Bcc2,W1,0.0005231112179149112,mode_energy,61,,,False,False,mixed_basis
